rank,priority,score,cited_work_id,cited_work_key,cited_work_full,cited_year,cited_type,is_primary,why_primary,worldspec_components,cited_by_sources,n_citing_sources,anchor_vn_ids,corpus_status,external_status,phase1_external_access,phase1_full_text_read,phase1_external_ids,relations,dependent_claims_n,dependent_kinds,dependent_claims,topic_tags,lookup_hint,status,scope,scale,confidence,notes
145,P4,19,CW-1555,kopilov|2011|геодинамические активные зоны верхнекамского месторождения,"Копылов И.С. Геодинамические активные зоны Верхнекамского месторождения калийных солей по результатам дистанционных исследований и их влияние на инженерно-геологические условия и промышленное освоение // Геология и полезные ископаемые Западного Урала: Материалы юбилейной конф., посвященной 80-летию геолог. ф-та и 95-летию Перм. ун-та. – Пермь, 2011. – С. 165-167.",2011,article,Y,,,VKM-SRC-018,1,EV-VN-S018-0086,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure;same_author_series,1,parameter:1,EV-VN-S018-0021,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
146,P4,19,CW-1661,NOAUTHOR|1982|рд 50 260 81 определение,"Методические указания. Расчеты и испытания на прочность в машиностроении. Методы механических испытаний металлов. Определение характеристик вязкости разрушения (трещиностойкости) при статическом нагружении. РД 50-260−81. − М.: Гос. ком. СССР по стандартам, 1982. − 55 с.",1982,normative,Y,,,VKM-SRC-025,1,EV-VN-S025-1104,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0911,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
147,P4,19,CW-1672,NOAUTHOR|1985|гост 25 506 85 определение,"Расчеты и испытания на прочность. Методы механических испытаний металлов. Определение характеристик вязкости разрушения (трещиностойкости) при статическом нагружении: ГОСТ 25.506−85. − М.: Гос. ком. СССР по стандартам, 1985. − 61 с.",1985,normative,Y,,,VKM-SRC-025,1,EV-VN-S025-1117,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0911,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
148,P4,19,CW-1685,chirkov|1990|методика определения вязкости разрушения трещиностойкости,"Чирков С.Е. Методика определения вязкости разрушения (трещиностойкости) / С.Е. Чирков, А.В. Старосельский, В.В. Присташ; ИГД им. А.А. Скочинского. − М., 1990. − 14 с.",1990,normative,Y,,,VKM-SRC-025,1,EV-VN-S025-1131,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,1,formula:1,EV-VN-S025-0919,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
149,P4,19,CW-1686,shamanskii|1977|натурные исследования физико механических свойств,"Шаманский Г.П. Натурные исследования физико-механических свойств сильвинитовых пород Верхнекамского месторождения / Г.П. Шаманский, В.Н. Воронцов, И.Х. Габдрахимов // Труды ВНИИГ. – Л., 1977. – С. 28−32.",1977,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1132;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0190,rheology/properties;VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
150,P4,19,CW-1904,NOAUTHOR|2016|инструкция геологическому обслуживанию лицензионных участков,"Инструкция по геологическому обслуживанию лицензионных участков Верхнекамского месторождения солей ПАО «Уралкалий»: Березники, 2016.",2016,normative,Y,,,VKM-SRC-040,1,EV-VN-S040-0403,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,engineering_rule:1,EV-VN-S040-0105,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
151,P4,18,CW-0069,NOAUTHOR|1990|руководство региональному локальному прогнозу потенциальных,"Руководство по региональному и локальному прогнозу потенциальных выбросоопасных зон. Пермь, 1990 г.",1990,normative,Y,,,VKM-SRC-020;VKM-SRC-028,2,EV-VN-S020-0464;EV-VN-S028-0223,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,process_mechanism:2,EV-VN-S028-0113;EV-VN-S028-0122,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
152,P4,18,CW-0112,dmitriev|2012|некоторые проблемы обработки интерпретации данных,"Дмитриев, П.Н. Некоторые проблемы обработки и интерпретации данных спутниковой радарной интерферометрии на примере мониторинга оползневых процессов / П.Н. Дмитриев, В.И. Голубев, Ю.С. Исаев, Е.А. Киселева, В.О. Михайлов, Е.И. Смольянинова. // Современные проблемы дистанционного зондирования Земли из космоса. – 2012. – Т. 9. – № 2. – С. 130–144.",2012,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0421,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;same_author_series,1,subsidence_method:1,EV-VN-S003-0366,subsidence/InSAR,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
153,P4,18,CW-0119,mihailov|2012|оценка полного вектора смещений земной,"Михайлов, В.О. Оценка полного вектора смещений земной поверхности и техногенных объектов по данным радарной спутниковой интерферометрии для областей разработки месторождений нефти и газа / В.О. Михайлов, Е.А. Киселева, П.Н. Дмитриев, В.И. Голубев, Е.И. Смольянинова, Е.П. Тимошкина // Геофизические исследования. – 2012. – № 3. С. 5–17.",2012,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0428,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;same_author_series,1,subsidence_method:1,EV-VN-S003-0366,subsidence/InSAR,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
154,P4,18,CW-0134,cai|2017|adaptive offset tracking method sar,"Cai, J. An Adaptive Offset Tracking Method with SAR Images for Landslide Displacement Monitoring / J. Cai, C. Wang, X. Mao, Q Wang // Remote Sens. – 2017. – Vol. 9. – No. 8. – 830 p. – https://doi.org/10.3390/rs9080830.",2017,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0448,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,subsidence_method:1,EV-VN-S003-0093,subsidence/InSAR,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
155,P4,18,CW-1489,NOAUTHOR|2010|гок мощностью 2 3 млн,"Горно-обогатительный комбинат по добыче и обогащению калийных солей мощностью 2,3 млн т/год KСl Гремячинского месторождения Котельнического района Волгоградской области. Основные технические решения. Раздел 1. Пояснительная записка 12.193-ПЗ.ОТР / ОАО «Галургия». – Пермь, 2010.",2010,report,Y,,,VKM-SRC-014,1,EV-VN-S014-1263,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,1,chronology_event:1,EV-VN-S014-1220,,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
156,P4,18,CW-1694,NOAUTHOR|2016|технологический регламент механизированной отработки карналлитового,"Технологический регламент механизированной отработки карналлитового пласта В на руднике СКРУ-1 ПАО «Уралкалий», Пермь – Березники, 2016.",2016,normative,Y,,,VKM-SRC-026,1,EV-VN-S026-0170,NOT_IN_CORPUS,EXT-SRC-033=DISCOVERY_ONLY,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S026-0003;EV-VN-S026-0104,VKM,,UNKNOWN,SKRU1,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
157,P4,17,CW-0074,NOAUTHOR|1986|правила безопасности угольных сланцевых шахтах,"Правила безопасности в угольных и сланцевых шахтах. Москва, «Недра», 1986 г.",1986,normative,Y,,,VKM-SRC-020;VKM-SRC-028,2,EV-VN-S020-0470;EV-VN-S028-0228,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,3,claim:2;conflict_note:1,EV-VN-S020-0412;EV-VN-S020-0418;EV-VN-S020-0484,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
158,P4,17,CW-0136,dai|2018|monitoring highway stability permafrost regions,"Dai, K. Monitoring highway stability in permafrost regions with X-band temporary scatterers stacking InSAR / K. Dai, G. Liu, Z. Li, D. Ma, X. Wang, B. Zhang, J. Tang and G. Li // Sensors. – 2018. – Vol. 18. – https://doi.org/10.3390/s18061876.",2018,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0450,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S003-0131;EV-VN-S003-0172,subsidence/InSAR,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
159,P4,17,CW-0181,vright|2004|insar observations lowslip rates major,"Wright, T.J. InSAR observations of lowslip rates on the major faults of Western Tibet / T.J. Wright, B. Parsons, P.C. England, E.J. Fielding // Science. – 2004. – Vol. 305. – Pp. 236–239. https://doi.org/10.1126/science.1096388.",2004,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0499,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S003-0066;EV-VN-S003-0172,subsidence/InSAR,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
160,P4,17,CW-0344,vishnevskii|1970|выделение дизъюнктивных нарушений верхнекамском месторождении,Вишневский П.В. Выделение дизъюнктивных нарушений на Верхнекамском месторождении калийных солей по результатам обработки геофизических наблюдений // Тр. Геол. ин-та. 1970. Вып. 21. С. 51–55.,1970,article,Y,,,VKM-SRC-011,1,EV-VN-S011-2147;EV-VN-S011-2956;EV-VN-S011-0529,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,1,spatial_entity:1,EV-VN-S011-2617,VKM,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
161,P4,17,CW-0521,preobrazhenskii|1927|предварительный отчет работе соликамской разведочной,Преображенский П.И. 1927 г. Предварительный отчет по работе Соликамской разведочной партии за период с 1 октября 1925 г. по октябрь 1926 г. // Материалы по общей и прикладной геологии. Вып. 104.,1927,report,Y,,,VKM-SRC-011,1,EV-VN-S011-2333;EV-VN-S011-2755;EV-VN-S011-2797;EV-VN-S011-3560;EV-VN-S011-0741,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S011-0685,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
162,P4,17,CW-0871,dzhinoridze|1992|геологическая характеристика верхнекамского калийного месторождения,"Джиноридзе Н.М., Плотников Ю.А. Геологическая характеристика Верхнекамского калийного месторождения / Методическое руководство по ведению горных работ на рудниках Верхнекамского калийного месторождения. М.: Недра, 1992. С. 4–17.",1992,normative,Y,,,VKM-SRC-011,1,EV-VN-S011-3018;EV-VN-S011-0973;EV-VN-S011-1053,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S011-0951,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
163,P4,17,CW-1841,serata|1979|geomechanics bedded salt,"Serata S., Milnor S.W. Geomechanics of bedded salt / University of California, Lawrence Livermore Laboratory. – 1979. – R. 184.",1979,report,Y,,,VKM-SRC-031,1,EV-VN-S031-0035,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S031-0003,pillars/mining,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
