entity_id,name,aliases,level,entity_type_as_source,parent_id,parent_level,parent_allowed_by_schema,also_within,site_scope,mine_attribution,attribution_status,location_evidence,dimensions_as_printed,schema_note,stream_overlap,node_basis,superseded_by,borehole_id,n_source_records,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
SKRU1:PAN13:12ZP,"12 ЗП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,5,VKM-SRC-014;VKM-SRC-012,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1 || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 (semicircular outlines) || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip),EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S012-0219;EV-VN-S012-0163;EV-VN-S012-0229,EV-MIN-0094;EV-MON-0030,FACT;UNKNOWN,DESCRIPTIVE;INTERPRETATION,SKRU1;SOLIKAMSK_GROUP;SKRU1_SKRU2_PILLAR,NOT_APPLICABLE;FIELD,MEDIUM;HIGH;LOW,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_64;NOT_FOUND,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0219: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0163: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP
SKRU1:PAN13:1YuZP,"1 ЮЗП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,3,VKM-SRC-014,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-014 pdf p.80 (printed 80); Рис. 3.3,EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S014-0461,EV-MIN-0094,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM;HIGH;LOW,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_64,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют.
SKRU1:PAN13:2YuZP,"2 ЮЗП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,3,VKM-SRC-014,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-014 pdf p.80 (printed 80); Рис. 3.3,EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S014-0461,EV-MIN-0094,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM;HIGH;LOW,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_64,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют.
SKRU1:PAN13:3YuZP,"3 ЮЗП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,5,VKM-SRC-014;VKM-SRC-012,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-014 pdf p.80 (printed 80); Рис. 3.3 || VKM-SRC-012 pdf p.94 (printed 94); Рис. 4.1 || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 (semicircular outlines),EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S014-0461;EV-VN-S012-0498;EV-VN-S012-0163,EV-MIN-0094;EV-MIN-0076;EV-SYN-0009;EV-SYN-0010,FACT;UNKNOWN,DESCRIPTIVE;INTERPRETATION,SKRU1;SOLIKAMSK_GROUP;SKRU1_SKRU2_PILLAR,NOT_APPLICABLE;FIELD,MEDIUM;HIGH;LOW,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_64;NOT_FOUND,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0498: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0163: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR
SKRU1:PAN13:4YuZP,"4 ЮЗП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,7,VKM-SRC-014;VKM-SRC-012,"VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-014 pdf p.80 (printed 80); Рис. 3.3 || VKM-SRC-012 pdf p.94 (printed 94); Рис. 4.1 || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 (semicircular outlines) || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.1, 2.4",EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S014-0461;EV-VN-S012-0498;EV-VN-S012-0163;EV-VN-S012-0219;EV-VN-S012-0231,EV-MIN-0094;EV-MIN-0076;EV-SYN-0009;EV-SYN-0010,FACT;UNKNOWN,DESCRIPTIVE;INTERPRETATION,SKRU1;SOLIKAMSK_GROUP;SKRU1_SKRU2_PILLAR,NOT_APPLICABLE;FIELD,MEDIUM;HIGH;LOW,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_64;NOT_FOUND,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0498: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0163: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0219: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0231: SKRU1_SKRU2→SOLIKAMSK_GROUP
SKRU1:PAN13:5YuZP,"5 ЮЗП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,7,VKM-SRC-014;VKM-SRC-012,"VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-014 pdf p.80 (printed 80); Рис. 3.3 || VKM-SRC-012 pdf p.94 (printed 94); Рис. 4.1 || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 (semicircular outlines) || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.1, 2.4",EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S014-0461;EV-VN-S012-0498;EV-VN-S012-0163;EV-VN-S012-0219;EV-VN-S012-0231,EV-MIN-0094;EV-MIN-0076;EV-SYN-0009;EV-SYN-0010,FACT;UNKNOWN,DESCRIPTIVE;INTERPRETATION,SKRU1;SOLIKAMSK_GROUP;SKRU1_SKRU2_PILLAR,NOT_APPLICABLE;FIELD,MEDIUM;HIGH;LOW,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_64;NOT_FOUND,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0498: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0163: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0219: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0231: SKRU1_SKRU2→SOLIKAMSK_GROUP
SKRU1:PAN13:1YuVP,"1 ЮВП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,5,VKM-SRC-014;VKM-SRC-002;VKM-SRC-012,"VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-002 pdf p.14; слайд 14, карта — оверлей горного плана || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip) || VKM-SRC-012 pdf p.94 (printed 94); Рис. 4.1",EV-VN-S014-0458;EV-VN-S002-0028;EV-VN-S012-0219;EV-VN-S012-0229;EV-VN-S012-0498,EV-MIN-0094;EV-MON-0030;EV-MIN-0076;EV-SYN-0009;EV-SYN-0010,FACT,DESCRIPTIVE,SKRU1;SOLIKAMSK_GROUP,NOT_APPLICABLE,MEDIUM;LOW;HIGH,VISUAL_READ,EXACT;NOT_FOUND,Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0219: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0498: SKRU1_SKRU2→SOLIKAMSK_GROUP
SKRU1:PAN13:2YuVP,"2 ЮВП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-014,VKM-SRC-014 pdf p.81 (printed 81); §3.1,EV-VN-S014-0538,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_64,"Часть поля в новых границах горного отвода, включая площадь Ново-Соликамского участка (SRC-014 p81). Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют."
SKRU1:PAN13:1SVP,"1 СВП СКРУ-1 (номенклатура SRC-014, 2013)",,panel,панель,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-014,VKM-SRC-014 pdf p.81 (printed 81); §3.1,EV-VN-S014-0538,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_64,"Часть поля в новых границах горного отвода, включая площадь Ново-Соликамского участка (SRC-014 p81). Соответствие с номенклатурой панелей 1992 г. (SRC-037 Рис.2.7) не установлено (MC-SP-11); контур/координаты отсутствуют."
SKRU1:PAN92:1ZP,"1 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:2ZP,"2 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ),EV-VN-S037-0306;EV-VN-S037-0307,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:3ZP,"3 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,3,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0307;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:4ZP,"4 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ),EV-VN-S037-0306;EV-VN-S037-0307,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:5ZP,"5 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ),EV-VN-S037-0306;EV-VN-S037-0307,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:10ZP,"10 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,3,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0307;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:11ZP,"11 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,3,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0307;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:12ZP,"12 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,3,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0307;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:13ZP,"13 ЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,3,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0307;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:8YuZP,"8 ЮЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,панель оставшихся запасов на плане: КрII (Рис.2.7а),MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II),EV-VN-S037-0306,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:9YuZP,"9 ЮЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:10YuZP,"10 ЮЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:12YuZP,"12 ЮЗП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), В (Рис.2.7в)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0306;EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;FUZZY_73,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
SKRU1:PAN92:4YuP,"4 ЮП СКПРУ-1 (номенклатура SRC-037 Рис.2.7, оставшиеся запасы на ~1990)",,panel,"панель оставшихся запасов на плане: КрII (Рис.2.7а), АБ (Рис.2.7б)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ),EV-VN-S037-0306;EV-VN-S037-0307,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81;NOT_FOUND,Схема без координатной сетки и масштаба; идентичность с одноимёнными панелями номенклатуры SRC-014 (2013) НЕ установлена (MC-SP-11).
