event_id,event,event_type_source,event_type_vkm,event_subtype_note,event_class,event_class_note,date_start_as_printed,date_end_as_printed,date_start_iso,date_start_precision,date_end_iso,date_end_precision,date_qualifier,planned_or_actual,object,spatial_entity_ids,mine_attribution_scope,mines_named_in_text,seams_named,relevance,skru1_relevance,visual_recheck,conflict_ids,part,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
CHR-0134,1987 inspection of mined-out workings for re-use; reuse found practically impossible (to be backfilled; driven in weakly stable rocks; gas-dynamic phenomena),survey,SURVEY_OF_WORKINGS,обследование выработанного пространства,INFORMATION,,1987,,1987,year,,,,ACTUAL,отработанные очистные и подготовительные выработки калийных рудников,VKM,ВКМ (регионально),,,INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.41 (printed 81); §2.8, с.81",EV-VN-S037-0333,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Indirect evidence on the state of old workings in 1987: weak rocks, planned backfilling, GDP."
CHR-0135,газодинамическое явление на пласте Красный-II в очистной выработке рудника СКПРУ-1,accident,DYNAMIC_EVENT,ГДЯ на пласте КрII,PHYSICAL,,1987,,1987,year,,,,ACTUAL,"СКПРУ-1, пласт Красный-II",MF:SKRU1,СКРУ-1,СКРУ-1,КрII,MINING_SKRU1,SKRU1_DIRECT,,,,VKM-SRC-037,pdf p.80 (printed 159); Табл. 5.1 (с.159),EV-VN-S037-0509,,FACT,FIELD_OBSERVATION,SKRU1,FIELD,MEDIUM,VISUAL_READ,NOT_FOUND,Row attribution by counting table rows (the row whose total is 7 = 1987; same row has БКЗ-4 = 3). Location inside the mine not given.
CHR-0136,Patience Lake conventional potash mine converted to solution mining (flooded workings used for brine circulation),flooding,FLOODING,перевод на подземное растворение,PHYSICAL,,1988,,1988,year,,,,ACTUAL,"Patience Lake mine, Saskatchewan, Canada",AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,,,VKM-SRC-014,"pdf p.215 (printed 215); §8, «Пейшнс Лэйк»",EV-VN-S014-1135,,FACT,LITERATURE_CITED,OTHER_POTASH_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,Ref [8]. Flooding/solution-mining analogue; no subsidence data given.
CHR-0137,stoping (очистные работы) in panel 6 block 7 in progress; pyrrhotite ore discovered and mapped,mining_start,EXTRACTION_PERIOD,очистные работы в ходе (состояние 1989),PHYSICAL,,1989,,1989,year,,,,ACTUAL,"СКРУ-3, 6-я панель, блок 7 (пласт АБ)",MF:SKRU3,СКРУ-3,СКРУ-3,АБ,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,pdf p.80 (printed 158-159); с.159,EV-VN-S011-1552,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,FUZZY_80,
CHR-0138,"Start of levelling observations on profile line 12 (benchmarks 45–78) over block 201, SKRU-1",monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,1989,,1989,year,,,,ACTUAL,"СКРУ-1, профильная линия 12",SKRU1:SL:12;SKRU1:BLK:201,СКРУ-1,СКРУ-1,,INFORMATION,SKRU1_DIRECT,,,,VKM-SRC-011,"pdf p.130 (printed 259); стр. 259; Рис. 4.7б (эпохи 1992, 1995, 2004, 2007, 2010)",EV-VN-S011-2653,EV-GEO-0181,FACT,FIELD_OBSERVATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Observation epochs shown: 1992, 1995, 2004, 2007, 2010 (Рис. 4.7б). Mining years of КрII and В in block 201 not given."
CHR-0139,"Закладка зоны 88 («3П блок») СКРУ-1; интервал как напечатан: 1989-1999, 2[...]; тип закладки: сухая,гидро.",mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,"1989-1999, 2[...]","1989-1999, 2[...]",1989,year,,,END_TRUNCATED_IN_FIGURE (последний интервал обрезан: «2[...]»); MULTIPLE_INTERVALS,ACTUAL,3П блок зона 88,SKRU1:ZONE:3P-88,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-17,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0249,EV-MIN-0311,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0140,Выемка зоны 101 («57П блок») СКРУ-1; интервал как напечатан: 1989-1991,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1989-1991,1989-1991,1989,year,1991,year,,ACTUAL,57П блок зона 101,SKRU1:ZONE:57P-101,СКРУ-1,,не показан (Рис.16 не содержит строк 57П),MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-16,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0267,EV-MIN-0320,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0141,Закладка зоны 101 («57П блок») СКРУ-1; интервал как напечатан: 1989-1991; тип закладки: сухая,mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1989-1991,1989-1991,1989,year,1991,year,,ACTUAL,57П блок зона 101,SKRU1:ZONE:57P-101,СКРУ-1,,не показан (Рис.16 не содержит строк 57П),MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-16,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0267,EV-MIN-0320,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0142,PLANNED calendar mining schedule of remaining reserves BKPRU-2 (as of 1989),mining_start,EXTRACTION_PERIOD,PLANNED календарный план,PHYSICAL,,1989,2001,1989,year,2001,year,,PLANNED,"west: 11 Зап. 1989–1994; 13 Зап. 1992–1997; 15 Зап. 1993–2000; 17 Зап. 1994–2001; blocks near shafts 1989–1991, 1989–1990, 1989–1992; east: labels printed '1990–1989', '1991–1989', '1997–1990', '1998–1991', '2000–1992' (x2) — reversed order as printed",MINE:BKPRU2,БКПРУ-2,БКПРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-037,"pdf p.35 (printed 68-69); рис. 2.3 (календарный план), с.68",EV-VN-S037-0291,,FACT,DESIGN_VALUE,BKPRU2,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,"These are PLANNED (design) dates, not actual mining dates. Printed ranges on east side appear with end-year first."
CHR-0143,design (VNIIG) and start of construction of a 150-place speleotherapy clinic at BKZ-4,construction,OTHER,спелеолечебница (проект/строительство),PHYSICAL,,1989,,1989,year,,,,ACTUAL,БКЗ-4,MINE:BKPRU4,БКПРУ-4,БКПРУ-4,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-037,"pdf p.42 (printed 83); §2.8, с.83",EV-VN-S037-0346,,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
CHR-0144,completion (доработка) of panels in softening zone at BKPRU-2 with special parameters,mining_end,EXTRACTION_END,доработка панелей,PHYSICAL,,1989,1990,1989,year,1990,year,,ACTUAL,"панели в зоне смягчения, БКПРУ-2 (не поименованы)",MINE:BKPRU2,БКПРУ-2,БКПРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-037,pdf p.53 (printed 104); рис. 3.21 в (БКПРУ-2),EV-VN-S037-0392,,FACT,DESIGN_VALUE,BKPRU2,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,
CHR-0145,Author's certificate (патент СССР) АС SU 1490275 'Способ оценки устойчивости кровли очистных камер калийных рудников',publication,PUBLICATION,,INFORMATION,,1989-06-30,,1989-06-30,day,,,,ACTUAL,roof stability of stopes (очистные камеры) in potash mines,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-011,pdf p.170 (printed 338-339); Список литературы (раздел «Приложения»); entry Тупицын И.С. (patent),EV-VN-S011-3753,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Relevant to chamber-roof stability operator; content not in corpus.
CHR-0146,Год в скобках у названия участка «Усть-Яйвинский участок» на карте участков детальной разведки (SRC-011 p147); значение года источником не пояснено (вероятно — год детальной разведки/утверждения запасов),(spatial_entity.year_in_parentheses),EXPLORATION_DRILLING,смысл даты UNKNOWN,PHYSICAL,может быть и INFORMATION (утверждение запасов) — смысл не указан,1990,,1990,year,,,MEANING_UNKNOWN,ACTUAL,Усть-Яйвинский участок,AREA:UST_YAYVINSKY,другой объект ВКМ,transferred to ОАО «Уралкалий»,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,y,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; карта участков детальной разведки с.293,EV-VN-S011-2698,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,LOW,TEXT_LAYER,FUZZY_71,использование на 2013: transferred to ОАО «Уралкалий» | src-notes: Meaning of year in parentheses not defined by author (likely completion of detailed exploration / reserve approval) — UNKNOWN.
CHR-0147,Руководство по региональному и локальному прогнозу потенциальных выбросоопасных зон,normative,NORMATIVE_IN_FORCE,,INFORMATION,,1990,,1990,year,,,,N/A,ВКМ (по контексту списка),VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-028,pdf p.424 (printed 424); Литература №29,EV-VN-S028-0242,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,"Привязка к ВКМ — по контексту (Пермь, список Уралкалия), в названии месторождение не указано."
CHR-0148,publication of pressuremeter-AE Kaiser tests in КрII interchamber pillar at БКПРУ-2,publication,PUBLICATION,,INFORMATION,,1990,,1990,year,,,,ACTUAL,"БКПРУ-2, seam КрII pillar",MINE:BKPRU2,БКПРУ-2,БКПРУ-2,КрII,BIBLIOGRAPHIC/INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-029,"pdf p.53 (printed 53); §1.3.4 ref [66]; bibliography entry pp.154-155 (outside chunk, looked up for identification only)",EV-VN-S029-0081,,FACT,LITERATURE_CITED,BKPRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Measurements therefore ≤1990.
CHR-0149,Borehole ovalisation analysis recognized abroad as a tool for in-situ stress anisotropy,other,OTHER,признание метода (information),INFORMATION,schema EventType OTHER даёт PHYSICAL; семантически INFORMATION,1990,,1990,year,,,,ACTUAL,method (breakout analysis),,общий метод,,,MINING_VKM_CONTEXT,GENERAL_OR_UNSTATED,,,,VKM-SRC-030,"pdf p.2 (printed 35); §1, [7]",EV-VN-S030-0017,,FACT,LITERATURE_CITED,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0150,"Реконструкция ствола № 1 СКПРУ-1 (на момент составления, ~1990)",shaft,MINE_CONSTRUCTION,реконструкция ствола №1,PHYSICAL,,≤1990,,1990,year,,,NOT_LATER_THAN;AS_PRINTED_WITH_QUALIFIER,ACTUAL,"СКПРУ-1, ствол 1",SKRU1:SHAFT:1,СКРУ-1,СКРУ-1,,MINING_SKRU1,SKRU1_DIRECT,,,,VKM-SRC-037,"pdf p.18 (printed 35); Табл. 1.7, СКПРУ-1 ствол 1",EV-VN-S037-0197,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,Дата не указана; «Реконструкция» в графе вида крепи.
CHR-0151,Затопление рудника БКПРУ-3 (упомянуто как свершившийся факт; дата не указана в c1),flooding,FLOODING,,PHYSICAL,,<1990,,1990,year,,,NOT_LATER_THAN;AS_PRINTED_WITH_QUALIFIER,ACTUAL,БКПРУ-3,MINE:BKPRU3,БКПРУ-3,БКПРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-037,pdf p.27 (printed 52); §1.3.6,EV-VN-S037-0250,,FACT,DESCRIPTIVE,BKPRU3,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_62,"Дата затопления БКПРУ-3 (1986) — из внешних источников, в этом тексте не указана; не приписывать."
CHR-0152,Проектирование подземной ГВУ с вентилятором ВОД-50 на СКПРУ-1 (план ≈1990),other,OTHER,проектирование ГВУ ВОД-50 — ventilation,PHYSICAL,,≈1990,,1990,year,,,APPROXIMATE;AS_PRINTED_WITH_QUALIFIER,PLANNED,СКПРУ-1,MINE:SKRU1,СКРУ-1,СКРУ-1,,MINING_SKRU1,SKRU1_DIRECT,,,,VKM-SRC-037,"pdf p.28 (printed 55); §1.3.6, планы реконструкции вентиляции",EV-VN-S037-0257,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Подземная ГВУ = дополнительная выработка/камера; для оседаний малозначимо.
CHR-0153,"Гидрозакладочные установки в эксплуатации на БКПРУ-1 и СКПРУ-2 (состояние на время подготовки руководства, утв. 12.12.1990)",backfill,BACKFILL_PERIOD,состояние ~1990: гидрозакладочные установки в эксплуатации,PHYSICAL,,1990,,1990,year,,,,STATE_SNAPSHOT,"БКПРУ-1, СКПРУ-2",MINE:SKRU2;MINE:BKPRU1,ВКМ (регионально),СКРУ-2;БКПРУ-1,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.183 (printed 365); §8.6.5, с.365",EV-VN-S037-1030,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
CHR-0154,Испытания новых комбайнов типа ПКЦ (прямоугольное сечение камеры) на БКПРУ-1 и БКПРУ-2,other,OTHER,испытания комбайнов — equipment,PHYSICAL,,<=1990,,1990,year,,,NOT_LATER_THAN;AS_PRINTED_WITH_QUALIFIER,ACTUAL,"БКПРУ-1, БКПРУ-2",MINE:BKPRU1;MINE:BKPRU2,ВКМ (регионально),БКПРУ-1;БКПРУ-2,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.203 (printed 404); §8.9, Пример, с.404",EV-VN-S037-1159,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_71,
CHR-0155,Start of observations (first available epoch) on профильная линия №7,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,1990-06-01,,1990-06-01,day,,,,ACTUAL,профильная линия №7,SL:7,СКРУ-1/СКРУ-2,,,INFORMATION,SKRU1_SHARED_WITH_SKRU2,,,,VKM-SRC-012,pdf p.51 (printed 51); Рис. 2.9,EV-VN-S012-0352,,FACT,FIELD_OBSERVATION,SKRU1_SKRU2,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,First plotted epoch is not necessarily the line foundation date (curves are non-zero at first plotted epoch for lines 1 and 23).
CHR-0156,Утверждение Методического руководства Гос. агрохимической ассоциацией,normative,NORMATIVE_IN_FORCE,,INFORMATION,,1990-12-12,,1990-12-12,day,,,,N/A,Методическое руководство по ведению горных работ на рудниках ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-037,"pdf p.1; титульный лист, гриф утверждения",EV-VN-S037-0002,EV-MIN-1300,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Visually confirmed on title page.
CHR-0157,"Launches of ESA SAR missions: ERS-1 1991, ERS-2 1995, Envisat 2002; JERS-1 1992; Radarsat-1 1995; ALOS 2006",other,OTHER,запуски SAR-миссий — доступность архивов (information),INFORMATION,schema EventType OTHER даёт PHYSICAL; семантически INFORMATION,1991,2006,1991,year,2006,year,,ACTUAL,SAR satellite archives (C-band ERS/Envisat/Radarsat-1; L-band JERS-1/ALOS PALSAR),,общий метод,,,MINING_VKM_CONTEXT,GENERAL_OR_UNSTATED,,,,VKM-SRC-006,"pdf p.13 (printed 13); §1.1, с. 13-14",EV-VN-S006-0034,,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,Defines which historical SAR archives could exist for SKRU-1 epochs; end dates of missions not given by source.
CHR-0158,Start of observations (first available epoch) on профильная линия №8,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,1991-08-01,,1991-08-01,day,,,,ACTUAL,профильная линия №8,SL:8,СКРУ-2,,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,CC-10,,VKM-SRC-012,pdf p.53 (printed 53); §2.3,EV-VN-S012-0353,,FACT,FIELD_OBSERVATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0159,Загорание проливов масла на комбайне «Урал-20КС» №232,accident,OTHER,пожар/загорание оборудования,PHYSICAL,,1991-10-09,,1991-10-09,day,,,,ACTUAL,рудник БКПРУ-4,MINE:BKPRU4,БКПРУ-4,БКПРУ-4,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-020,pdf p.265 (printed 267); §8,EV-VN-S020-0451,,FACT,FIELD_OBSERVATION,BKPRU4,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_71,Also evidences Урал-20КС in use at БКПРУ-4 in 1991.
CHR-0160,Start of observations (first available epoch) on профильная линия №10,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,1991-12-27,,1991-12-27,day,,,,ACTUAL,профильная линия №10,SL:10,СКРУ-1/СКРУ-2,,,INFORMATION,SKRU1_SHARED_WITH_SKRU2,,,,VKM-SRC-012,pdf p.50 (printed 50); Рис. 2.7,EV-VN-S012-0354,,FACT,FIELD_OBSERVATION,SKRU1_SKRU2,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,First plotted epoch is not necessarily the line foundation date (curves are non-zero at first plotted epoch for lines 1 and 23).
CHR-0161,"Methodical guide for conducting mining operations at VKM mines published (Nedra, 1992, 468 pp.)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1992,,1992,year,,,,N/A,ВКМКС mines,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-025,pdf p.196 (printed 196); Список литературы [53],EV-VN-S025-1140,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,Reader cross-link: corpus VKM-SRC-037 'Solovyev_1992_VKM_mining_methodical_guidance.djvu' is very probably this same document (verify).
