unit_id,name_ru,abbrev,rank,parent_unit,order_index,global_order_top_down,tree_depth,functional,grouping_type,lithology,age_as_printed,aliases,thickness_ranges_by_source_as_printed,n_observation_rows,n_sources,source_ids,vn_ids,scopes_of_evidence,skru1_specific_rows,skru1_specific_note,status,scope,confidence,notes
PDKS_U_KS9,"Слой КС-9 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-9,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-9,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN1,"Слой АН-1 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-1,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-1,"VKM-SRC-011 p.45 [SKRU3; FACT]: 0,26–0,42 (EV-VN-S011-0854)",1,1,VKM-SRC-011,EV-VN-S011-0854,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN2,"Слой АН-2 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-2,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-2,"VKM-SRC-011 p.45 [SKRU3; FACT]: 0,22–0,41 (EV-VN-S011-0853)",1,1,VKM-SRC-011,EV-VN-S011-0853,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN3,"Слой АН-3 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-3,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-3,"VKM-SRC-011 p.45 [SKRU3; FACT]: 0,23–0,37 (EV-VN-S011-0852)",1,1,VKM-SRC-011,EV-VN-S011-0852,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN4,"Слой АН-4 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-4,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-4,"VKM-SRC-011 p.45 [SKRU3; FACT]: 0,13–0,15 (EV-VN-S011-0851)",1,1,VKM-SRC-011,EV-VN-S011-0851,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN5,"Слой АН-5 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-5,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-5,"VKM-SRC-011 p.45 [SKRU3; FACT]: 0,48–0,56 (EV-VN-S011-0850)",1,1,VKM-SRC-011,EV-VN-S011-0850,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN6,"Слой АН-6 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-6,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-6,"VKM-SRC-011 p.45 [SKRU3; FACT]: 0,26–0,43 (EV-VN-S011-0849)",1,1,VKM-SRC-011,EV-VN-S011-0849,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_AN7,"Слой АН-7 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",АН-7,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,чередование галита и глинисто-ангидритового материала,P1br2,АН-7,"VKM-SRC-011 p.44 [SKRU3; FACT]: 0,22–0,39 (EV-VN-S011-0844)",1,1,VKM-SRC-011,EV-VN-S011-0844,SKRU3:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Схема СКРУ-3, нумерация снизу вверх (SRC-011 p.45)."
MG_L_D,Слой Д внутри МГ (БКПРУ-2),МГ-Д,other,MG,0,75,3,FALSE,LITHOSTRAT,преим. силикатный,P1br2,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,"SRC-011 Табл. 2.39, БКПРУ-2; мощности в см (как напечатано). Не проверено на других рудниках."
MG_L_G,Слой Г внутри МГ (БКПРУ-2),МГ-Г,other,MG,1,76,3,FALSE,LITHOSTRAT,карбонатно-силикатно-сульфатный,P1br2,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,"SRC-011 Табл. 2.39, БКПРУ-2; мощности в см (как напечатано). Не проверено на других рудниках."
MG_L_V,Слой В внутри МГ (БКПРУ-2),МГ-В,other,MG,2,77,3,FALSE,LITHOSTRAT,преим. сульфатный,P1br2,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,"SRC-011 Табл. 2.39, БКПРУ-2; мощности в см (как напечатано). Не проверено на других рудниках."
MG_L_B,Слой Б внутри МГ (БКПРУ-2),МГ-Б,other,MG,3,78,3,FALSE,LITHOSTRAT,преим. сульфатный,P1br2,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,"SRC-011 Табл. 2.39, БКПРУ-2; мощности в см (как напечатано). Не проверено на других рудниках."
MG_L_A,Слой А внутри МГ (БКПРУ-2),МГ-А,other,MG,4,79,3,FALSE,LITHOSTRAT,не указано в записи,P1br2,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,"SRC-011 Табл. 2.39, БКПРУ-2; мощности в см (как напечатано). Не проверено на других рудниках."
GAT,Глинисто-ангидритовая толща,ГАТ,formation,CX_SUBSALT,0,95,1,FALSE,LITHOSTRAT,"мергели, аргиллиты, доломиты; меньше известняки, глины, ангидрит, каменная соль (линзы ≤12 м), алевролиты",P1br1,ГАТ; глинисто-ангидритовая толща; глинисто-ангидритовая порода; Clay-anhydrite stratum; P1br1,"VKM-SRC-011 p.9 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S011-0123) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: average 230 (EV-VN-S011-3820) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: 145 (west) – 325 (east), mean 230 (EV-VN-S014-0116) || VKM-SRC-023 p.31 [VKM_REGIONAL; FACT]: 230 (средняя, Рис. 7 ВКР — воспроизведение колонки Кудряшова) (EV-VN-S023-0138) || VKM-SRC-040 p.11 [VKM_REGIONAL; FACT]: 145 (запад впадины) - 325 (восток), среднее 230 (текст) (EV-VN-S040-0023) || VKM-SRC-040 p.11 [VKM_REGIONAL; FACT]: 159-310 (рис.1.2) (EV-VN-S040-0023) || VKM-SRC-011 p.101 [VKM_REGIONAL; FACT]: 230 (средняя); ангидрит 26–79%; сульфаты ≈120 (EV-VN-S011-1712) || VKM-SRC-011 p.117 [VKM_REGIONAL; FACT]: около 110 (EV-VN-S011-1999) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: [фрагмент совпадает с цитатой источника — см. quote]в среднем 230 м (EV-VN-S014-0117)",9,4,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-040,EV-VN-S011-0123;EV-VN-S011-1712;EV-VN-S011-1999;EV-VN-S011-3820;EV-VN-S014-0116;EV-VN-S014-0117;EV-VN-S023-0138;EV-VN-S040-0023,VKM_REGIONAL:9,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,Кровля ГАТ = сейсмический отражающий горизонт С (ОГ С) — подошва соли.
P1KR,Карнауховская свита (филипповский горизонт),P1kr,formation,CX_SUBSALT,1,96,1,FALSE,LITHOSTRAT,четыре чередующиеся пачки сульфатных (ангидрит) и карбонатных пород,P1kr | P1k1f (SRC-037) | P1f (SRC-020),"карнауховская свита; филипповский горизонт; P1kr; P1fl; P1k1f; Karnaukhovskaya suite; лекская свита (P1lk, вост. фациальный аналог)","VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 50–160 (EV-VN-S011-0062) || VKM-SRC-011 p.9 [VKM_REGIONAL; FACT]: ~100 (ангидритовые пачки 5–100, карбонатные 6–80 и 8–35) (EV-VN-S011-0122) || VKM-SRC-011 p.40 [VKM_REGIONAL; FACT]: not given (EV-VN-S011-0764) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: about 100 (EV-VN-S011-3819) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: about 100 (Solikamsk depression) (EV-VN-S014-0115) || VKM-SRC-023 p.31 [VKM_REGIONAL; FACT]: 100 (средняя, Рис. 7 ВКР — воспроизведение колонки Кудряшова) (EV-VN-S023-0139) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: 60–110 (EV-VN-S037-0029)",7,4,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-037,EV-VN-S011-0062;EV-VN-S011-0122;EV-VN-S011-0764;EV-VN-S011-3819;EV-VN-S014-0115;EV-VN-S023-0139;EV-VN-S037-0029,VKM_REGIONAL:7,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,Филипповский горизонт: карнауховская (P1kr) / лекская (P1lk) свиты.
P1AR,Артинский ярус (карбонатная пачка) + урминская/дивьинская свиты,P1ar,formation,CX_SUBSALT,2,97,1,FALSE,LITHOSTRAT,известняки (рифы); на востоке — флишоидно-молассовый «артинский терригенный клин» (урминская свита),P1ar | P1ar1; P1ur; P1dv,артинский ярус; P1ar; P1ar1; урминская свита; P1ur; дивьинская свита; P1dv; артинский терригенный клин,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 70–220 (EV-VN-S011-0059) || VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 120 (запад) – 1500 и более (восток) (EV-VN-S011-0060) || VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 10–120 (EV-VN-S011-0061) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: 70–220 (EV-VN-S014-0114) || VKM-SRC-023 p.29 [VKM_REGIONAL; FACT]: P₁ur 120 (west) to >1500 (east) (EV-VN-S023-0123),5,3,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023,EV-VN-S011-0059;EV-VN-S011-0060;EV-VN-S011-0061;EV-VN-S014-0114;EV-VN-S023-0123,VKM_REGIONAL:5,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,Кровля урминской свиты = ОГ АТ.
P1AS,Ассельский + сакмарский ярусы,P1a+s,formation,CX_SUBSALT,3,98,1,FALSE,LITHOSTRAT,"известняки плотные, окремнелые, битуминозные","P1a+s | P1a (саргинский гориз., SRC-037)",P1a+s; ассельско-сакмарские; саргинский горизонт,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 180–450 (EV-VN-S011-0058) || VKM-SRC-023 p.29 [VKM_REGIONAL; FACT]: P₁a+s 180-450 (EV-VN-S023-0123) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: 70–75 (EV-VN-S037-0028),3,3,VKM-SRC-011;VKM-SRC-023;VKM-SRC-037,EV-VN-S011-0058;EV-VN-S023-0123;EV-VN-S037-0028,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
C3,Верхний карбон,C3,formation,CX_SUBSALT,4,99,1,FALSE,LITHOSTRAT,доломиты с прослоями известняков,C3,C3; верхний карбон,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 35–80 (EV-VN-S011-0057),1,1,VKM-SRC-011,EV-VN-S011-0057,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,
C2M,Московский ярус,C2m,formation,CX_SUBSALT,5,100,1,FALSE,LITHOSTRAT,"известняки, аргиллиты, доломиты",C2m,C2m; московский ярус,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 195–305 (EV-VN-S011-0056),1,1,VKM-SRC-011,EV-VN-S011-0056,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,
C2B,Башкирский ярус,C2b,formation,CX_SUBSALT,6,101,1,FALSE,LITHOSTRAT,литология утрачена при вёрстке в SRC-011,C2b,C2b; башкирский ярус,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 15–80 (EV-VN-S011-0055),1,1,VKM-SRC-011,EV-VN-S011-0055,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,
C1VS,Верхневизейский + серпуховский ярусы (карбонатные),C1v-s,formation,CX_SUBSALT,7,102,1,FALSE,LITHOSTRAT,"известняки, вторичные доломиты",C1v-s,C1v-s; C1v+s,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 110–530 (EV-VN-S011-0054) || VKM-SRC-023 p.29 [VKM_REGIONAL; FACT]: C₁v+s carbonates 110-530 (EV-VN-S023-0122),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0054;EV-VN-S023-0122,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
C1V_T,"Визейский ярус, терригенная пачка",C1v терр.,formation,CX_SUBSALT,8,103,1,FALSE,LITHOSTRAT,"аргиллиты, алевролиты, песчаники; кровля = ОГ II",C1v,C1v терр.; C1v (терр.),VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 10–90 (EV-VN-S011-0053) || VKM-SRC-023 p.29 [VKM_REGIONAL; FACT]: C₁v терр. 10-90 (EV-VN-S023-0122),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0053;EV-VN-S023-0122,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
C1T,Турнейский ярус,C1t,formation,CX_SUBSALT,9,104,1,FALSE,LITHOSTRAT,"доманиковый тип; известняки, аргиллиты",C1t,C1t; турнейский ярус,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 0–270 (EV-VN-S011-0052) || VKM-SRC-023 p.29 [VKM_REGIONAL; FACT]: C₁t 0-270 (EV-VN-S023-0122),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0052;EV-VN-S023-0122,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
D3FM,Фаменский ярус,D3fm,formation,CX_SUBSALT,10,105,1,FALSE,LITHOSTRAT,"карбонатные, рифовые/межрифовые",D3fm,D3fm; фаменский ярус,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 70–210 (EV-VN-S011-0051) || VKM-SRC-023 p.28 [VKM_REGIONAL; FACT]: D₃fm 70-210 (EV-VN-S023-0121),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0051;EV-VN-S023-0121,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
D3F,"Франский ярус, карбонатная часть",D3f,formation,CX_SUBSALT,11,106,1,FALSE,LITHOSTRAT,"известняки, доломиты; рифовые и межрифовые типы",D3f,D3f; франский ярус,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 95–405 (EV-VN-S011-0050) || VKM-SRC-023 p.28 [VKM_REGIONAL; FACT]: reefs up to 405 (EV-VN-S023-0121),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0050;EV-VN-S023-0121,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
D3F_T,"Франский ярус, терригенная пачка",D3f терр.,formation,CX_SUBSALT,12,107,1,FALSE,LITHOSTRAT,"алевролиты, песчаники, аргиллиты; кровля = ОГ III",D3f,D3f терр.; D3f (терр.); D3f1,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 6–30 (EV-VN-S011-0049) || VKM-SRC-023 p.28 [VKM_REGIONAL; FACT]: D₃f терр. 6-30 (EV-VN-S023-0121),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0049;EV-VN-S023-0121,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
D2,Средний девон (терригенный),D2,formation,CX_SUBSALT,13,108,1,FALSE,LITHOSTRAT,"пестроцветные алевролиты, песчаники, аргиллиты",D2,D2; средний девон,VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 10–75 (EV-VN-S011-0048) || VKM-SRC-023 p.28 [VKM_REGIONAL; FACT]: 10-75 (EV-VN-S023-0120),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0048;EV-VN-S023-0120,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,
VKD,Кудымкарская свита (венд),Vkd,formation,CX_SUBSALT,14,109,1,FALSE,LITHOSTRAT,глинистые ангидритизированные алевролиты,V,Vkd; кудымкарская свита; V,VKM-SRC-011 p.7 [VKM_REGIONAL; FACT]: вскрытая 342 (EV-VN-S011-0047) || VKM-SRC-023 p.27 [VKM_REGIONAL; FACT]: вскрытая до 342 (EV-VN-S023-0084),2,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0047;EV-VN-S023-0084,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,Вскрытая мощность 342 м.
FN_VZT,Водозащитная толща (ВЗТ),ВЗТ,protective,,,,,TRUE,FUNCTIONAL_ENGINEERING,водонепроницаемые (соляные и соленосные) породы между подошвой водоносного горизонта и кровлей верхнего отрабатываемого пласта,—,ВЗТ; водозащитная толща; водоупорная толща; water-protective stratum,VKM-SRC-003 p.31 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S003-0102) || VKM-SRC-014 p.86 [SKRU2; FACT]: (толщина не указана) (EV-VN-S014-0557) || VKM-SRC-035 p.1 [VKM_REGIONAL; FACT]: model: total rock-salt layers M = 45–90 м (Рис.4) (EV-VN-S035-0002) || VKM-SRC-023 p.35 [SKRU3; FACT]: 13.5 м (минимальная толщина ВЗТ) (EV-VN-S023-0169) || VKM-SRC-016 p.10 [BKPRU4; FACT]: 17 (EV-VN-S016-0074),5,5,VKM-SRC-003;VKM-SRC-014;VKM-SRC-016;VKM-SRC-023;VKM-SRC-035,EV-VN-S003-0102;EV-VN-S014-0557;EV-VN-S016-0074;EV-VN-S023-0169;EV-VN-S035-0002,VKM_REGIONAL:2; SKRU2:1; SKRU3:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,"Функциональная, НЕ стратиграфическая единица; зависит от того, какой пласт отрабатывается. Части: ВЗТ1 (калийные пласты и межпластья над отрабатываемым пластом), ВЗТ2 (ПКС), ВЗТ3 (соляная часть ПП/СМТ). Классы: полная/переходная/неполная («Указания»)."
FN_VZT1,ВЗТ1 — калийные пласты и межпластья над отрабатываемым пластом,ВЗТ1,protective,FN_VZT,,,,TRUE,FUNCTIONAL_ENGINEERING,,—,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,
FN_VZT2,ВЗТ2 — покровная каменная соль,ВЗТ2,protective,FN_VZT,,,,TRUE,FUNCTIONAL_ENGINEERING,,—,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,
FN_VZT3,ВЗТ3 — соляно-мергельная (соленосная) часть ПП,ВЗТ3,protective,FN_VZT,,,,TRUE,FUNCTIONAL_ENGINEERING,,—,,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,FACT_BY_REFERENCE,VKM_REGIONAL,N/A,
FN_SUITE_BR,Березниковская свита (ГАТ + соляная толща),P1br,formation,,,,,TRUE,LITHOSTRAT_GROUPING,,P1br,"березниковская свита; P1br; лунёжская пачка (фациальный аналог, SRC-037)",VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 150–800 (EV-VN-S011-0066),1,1,VKM-SRC-011,EV-VN-S011-0066,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Мощность 150–800 м (SRC-011). Иренский горизонт кунгура.
FN_SUITE_SL,Соликамская свита/горизонт (ТКТ + СМТ),P1sl,formation,,,,,TRUE,LITHOSTRAT_GROUPING,,P1sl | P2u (SRC-037),соликамская свита; соликамский горизонт; соликамская терригенно-карбонатная свита; P1sl,VKM-SRC-011 p.37 [VKM_REGIONAL; FACT]: depth of top under шешминский usually ≤100 м (south) (EV-VN-S011-0695),1,1,VKM-SRC-011,EV-VN-S011-0695,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,
FN_HALOGEN,Галогенная формация Соликамской впадины,,complex,,,,,TRUE,LITHOSTRAT_GROUPING,,P1kr + P1br + P1sl1,галогенная формация,VKM-SRC-014 p.11 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S014-0113) || VKM-SRC-023 p.30 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S023-0126) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S037-0027) || VKM-SRC-040 p.11 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S040-0022),4,4,VKM-SRC-014;VKM-SRC-023;VKM-SRC-037;VKM-SRC-040,EV-VN-S014-0113;EV-VN-S023-0126;EV-VN-S037-0027;EV-VN-S040-0022,VKM_REGIONAL:4,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,"От почвы филипповского горизонта до кровли СМТ (SRC-037, SRC-040)."
FN_SOLENOSNAYA,Соленосная толща (соляная толща + ПП),,complex,,,,,TRUE,LITHOSTRAT_GROUPING,,P1br2-4 + P1sl1(ПП),соленосная толща,"VKM-SRC-040 p.12 [VKM_REGIONAL; FACT]: 381-746 (соленосная толща, рис.1.2) (EV-VN-S040-0035) || VKM-SRC-025 p.7 [VKM_REGIONAL; FACT]: достигает 500-1000 м (EV-VN-S025-0017)",2,2,VKM-SRC-025;VKM-SRC-040,EV-VN-S025-0017;EV-VN-S040-0035,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,Определение SRC-011 p.18. «Соленосная толща 500–1000 м» (SRC-025) — возможно иное определение (см. conflicts).
FN_NADSOL_025,"Надсолевая толща (по SRC-025: ТКТ + ПЦТ + Q, над СМТ)",,complex,,,,,TRUE,LITHOSTRAT_GROUPING,,—,надсолевая толща; надсолевые отложения,VKM-SRC-025 p.10 [VKM_REGIONAL; FACT]: надсолевая толща 100-300 (EV-VN-S025-0064),1,1,VKM-SRC-025,EV-VN-S025-0064,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,100–300 м (SRC-025). У других источников «надсолевые» могут включать СМТ.
FN_STRUCT_COMPLEX,Структурные комплексы соляной толщи I–IV (Голубев),СК I–IV,other,,,,,TRUE,MECHANICAL_STRAT,единицы стиля деформации (механическая стратиграфия),—,,VKM-SRC-011 p.22 [VKM_REGIONAL; FACT]: I: ≤90 вскрыто выработками; III: ~50 (EV-VN-S011-0356),1,1,VKM-SRC-011,EV-VN-S011-0356,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"SRC-011 p.22: I — ПдКС (верхн., до 90 м вскрыто выработками) … III ~50 м; дисгармоничные складки. Не литостратиграфия."
FN_P1IR,Иренский горизонт / иренская свита (кунгур; сульфатно-карбонатная фация на В окраине Русской платформы),P1ir,formation,,,,,TRUE,LITHOSTRAT_GROUPING,"нечётные пачки — ангидрит, чётные — доломиты (ir1–ir7)",P1ir | P1k2ir (SRC-037),иренский горизонт; иренская свита; иреньский горизонт; P1ir; P1k2ir; Иренская соляная толща,"VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: 110–385 (карбонатные пачки 3–20, ангидритовые 5–140) (EV-VN-S011-0063) || VKM-SRC-011 p.8 [VKM_REGIONAL; FACT]: see suites (EV-VN-S011-0065) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S037-0030)",3,2,VKM-SRC-011;VKM-SRC-037,EV-VN-S011-0063;EV-VN-S011-0065;EV-VN-S037-0030,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,"Четыре одновозрастные свиты, сменяющие друг друга с З на В (Грайфер 1965, по SRC-011): иренская, березниковская (соленосная — в Соликамской впадине), …; SRC-020 индексирует соляную толщу как P1ir2."
P1KS,Кошелевская свита (вдоль восточного борта Предуральского прогиба),P1ks,formation,,,,,TRUE,LITHOSTRAT_GROUPING,"песчаники, алевролиты, аргиллиты, глины",P1ks,кошелевская свита; P1ks,VKM-SRC-011 p.9 [VKM_REGIONAL; FACT]: 100–300 (EV-VN-S011-0064),1,1,VKM-SRC-011,EV-VN-S011-0064,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Фациальный аналог на востоке; вне района СКРУ-1 (SRC-011 p.9).
