obs_id,unit_id,unit_name_canonical,unit_as_printed,abbrev_as_printed,source_id,pdf_page,printed_page,locator,vn_id,existing_evidence_ids,record_kind,scope,site_as_printed,spatial_level,observation_type,thickness_as_printed,thickness_min_m,thickness_max_m,thickness_mean_m,numeric_parse,above_as_printed,below_as_printed,lithology_as_printed,status,evidence_type,extraction_method,quote_check,confidence,transferability_to_SKRU1,notes
STO-0224,PCT,Пестроцветная толща (шешминская свита),Variegated stratum (Sheshminsky suite),"ПЦТ, P1šš",VKM-SRC-014,15,15,§1.2,EV-VN-S014-0161,EV-GEO-0294,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MAX,up to 74.3,,74.3,,REGEX,Quaternary Q,ТКТ,variegated,FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
STO-0225,Q,Четвертичные отложения,Quaternary,Q,VKM-SRC-014,15,15,§1.2,EV-VN-S014-0162,EV-GEO-0295,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MEAN,mean 10.3,,,10.3,REGEX,surface,ПЦТ,"clays, loams, sandy loams, sands, gravels; peat-bog",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
STO-0226,SEQUENCE,,sylvinite seam sequence in development cross-section,"АБ, Кр.I, Кр.II, Кр.III",VKM-SRC-014,83,83,Рис. 3.4,EV-VN-S014-0549,,stratigraphic_unit,SKRU1,,seam,SEQUENCE_ORDERING,,,,,NONE,Вк (Рис. 3.5),underlying rock salt (подстилающая каменная соль),sylvinite seams separated by rock salt interbeds,FACT,DESCRIPTIVE,VISUAL_READ,NOT_FOUND,MEDIUM,SITE_SPECIFIC_SKRU1,"Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Schematic, not to scale; Кр.I thin between АБ and rock salt; Кр.III below Кр.II"
STO-0227,FN_VZT,Водозащитная толща (ВЗТ),водозащитная толща,ВЗТ,VKM-SRC-014,86,86,Рис. 3.6 legend,EV-VN-S014-0557,,stratigraphic_unit,SKRU2,,geological_element,DEFINITION,,,,,NONE,overlying rocks (надсолевая толща),productive seams,not described here,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,MEDIUM,OTHER_VKM_SITE (аналог; не СКРУ-1),Anomalous zones mapped at the level of the ВЗТ roof; also at the floor of seam Кр.II
STO-0228,MG,Маркирующая глина (пласт МГ),маркирующая глина (marker clay) below the underlying rock salt,,VKM-SRC-014,106,106,Рис. 3.21,EV-VN-S014-0678,,stratigraphic_unit,BKPRU4,маркирующая глина,geological_element,DEFINITION,,,,,NONE,подстилающая каменная соль (with panel drifts),rock salt (+ hatch below clay),clay marker bed (wavy hatch),FACT,DESCRIPTIVE,VISUAL_READ,NOT_FOUND,MEDIUM,OTHER_VKM_SITE (аналог; не СКРУ-1),"Section order top→bottom: пл. АБ, пл. Кр.I, пл. Кр.II, каменная соль, маркирующая глина, rock salt; interlayers not dimensioned"
STO-0229,S_KR3,"Пласт Красный-III (слои а, б, в)","Красный-III subdivided into sub-seams Кр.III^а, Кр.III^б, Кр.III^в","Кр.IIIа, Кр.IIIб, Кр.IIIв",VKM-SRC-014,107,107,Рис. 3.22,EV-VN-S014-0799,,stratigraphic_unit,BKPRU4,Кр.III,geological_element,DEFINITION,,,,,NONE,Кр.II (with salt interlayer),rock salt,"sylvinite sub-layers separated by rock-salt interlayers (hatch), not dimensioned",FACT,DESCRIPTIVE,VISUAL_READ,NOT_FOUND,MEDIUM,OTHER_VKM_SITE (аналог; не СКРУ-1),"Section order top→bottom: пл. АБ, пл. Кр.I, пл. Кр.II, пл. Кр.III^а, Кр.III^б, Кр.III^в; block drifts 3,1 m high occupy Кр.III^а–Кр.III^б"
STO-0230,SEQUENCE,,"пласты В, Б–В, Б, А (разрез у почвы камер пласта Вк на участке смешанных солей)",В; Б–В; Б; А,VKM-SRC-014,119,119,"Рис. 4.4 (разрез II–II, условные обозначения)",EV-VN-S014-0851,,stratigraphic_unit,SKRU1,участок смешанных солей,geological_element,SEQUENCE_ORDERING,not dimensioned,,,,NONE,пл. В (карналлит; нижний выемочный слой h_пв),пл. А (сильвинит полосчатый),пл. В — карналлит; Б–В — каменная соль; пл. Б — сильвинит пёстрый с участками карналлита (смешанные соли); пл. А — сильвинит полосчатый,FACT,DESCRIPTIVE,VISUAL_READ,NOT_FOUND,MEDIUM,SITE_SPECIFIC_SKRU1,"Запись документирует порядок/набор единиц (см. abbrev_as_printed) | h_вз на рисунке отсчитывается от почвы камеры (подошвы последнего слоя h_пв) вниз через Б–В до контакта смешанных руд пласта Б; шпуры под 70° (II–II), 60° (I–I) с шагом 3000 мм; зазор 'не более 1,0' у стенки"
STO-0231,SEQUENCE,,последовательность продуктивных пластов на технологических разрезах гл. 4,Г; В–Г; В (Вс сильвинитовый / Вк карналлитовый); Б–В; Б; А (АБ); Кр. I; Кр. II; Кр. III; КС,VKM-SRC-014,114,114–136,"Рис. 4.1, 4.4, 4.7, 4.10, 4.11, 4.13, 4.15, 4.16 (сводно, как нарисовано)",EV-VN-S014-0965,,stratigraphic_unit,VKM_REGIONAL,сильвинитово-карналлитовая зона,geological_element,SEQUENCE_ORDERING,"не указаны (только схематично; Б–В 1,95 м на рис. 4.13 СКРУ-3)",,,,NONE,пл. Г (рис. 4.13),"КС — подстилающая каменная соль (конвейерные штреки, шламовые камеры ниже маркирующей глины)","Вс — сильвинит пёстрый; Вк — карналлит; Б–В, В–Г — каменная соль; Б — сильвинит пёстрый (участками смешанные соли с карналлитом); А — сильвинит полосчатый; Кр-II — сильвинит красный; Кр. I, Кр. III — не отрабатываются (межпластовые)",FACT,DESCRIPTIVE,VISUAL_READ,NOT_FOUND,MEDIUM,REGIONAL_PRIOR (не значение СКРУ-1),"Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Сводная схема по рисункам разных рудников (СКРУ-1, СКРУ-2, СКРУ-3, БКПРУ-2, БКПРУ-4); на рис. 4.8 нижний пласт ошибочно подписан 'Кр. I'"
STO-0232,EXTERNAL,,Saskatchewan potash productive zone,"seams IV (A), III (B) economic",VKM-SRC-014,200,200,"§8.2.1, Рис. 8.4",EV-VN-S014-1093,,stratigraphic_unit,OTHER_POTASH_SITE,Saskatchewan,deposit,EXTERNAL_SITE_UNIT,halite layers ~3 m,,,,NONE,rock salt of relatively pure halite layers ~3 m,thick salt deposits,five potash seams separated by rock salt with clay partings,FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | analogue; cited [2]
STO-0233,EXTERNAL,,Prairie Evaporite productive sequence (Saskatchewan),"sylvinite horizons: 1 Patience Lake, 2 Belle Plaine, 3 White Bear, 4 Esterhazy",VKM-SRC-014,202,202,"Рис. 8.3 (p.202, rotated)",EV-VN-S014-1096,,stratigraphic_unit,OTHER_POTASH_SITE,"Saskatchewan basin, section А–Б",deposit,EXTERNAL_SITE_UNIT,section vertical scale bar 0-15-30 м; horizontal 100 км,,,,NONE,clay rocks / limestones,clay rocks / limestones,sylvinite (red lenses) within rock salt; bounded by clay rocks and limestones,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Section А–Б across Saskatchewan–Manitoba; figure visually read (110 dpi)
STO-0234,SEQUENCE,,worked seam sequence at SKRU-1 (typical scheme),Вс; АБ; Кр.II,VKM-SRC-014,179,179,Рис. 7.8–7.10,EV-VN-S014-1121,,stratigraphic_unit,SKRU1,СКРУ-1 typical section,seam,SEQUENCE_ORDERING,"scheme values: Вс ~3,3 м (Рис. 7.9), salt Вс–АБ 1,1 м (Рис. 7.9), АБ mined 2,70 м, Кр.II 4,5 м; salt above Кр.II 2,14 м and 1,33 м layer (Рис. 7.10)",,,,NONE,rock salt above Вс,underlying rock salt (подстилающая каменная соль) with deepened conveyor drift,sylvinite/carnallite-sylvinite seams separated by rock salt; unlabelled cross-hatched layer between АБ and Кр.II,FACT,DESIGN_VALUE,VISUAL_READ,EXACT,MEDIUM,SITE_SPECIFIC_SKRU1,"Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Top-down order Вс → АБ → (unlabelled) → Кр.II visible in Рис. 7.8; descending mining order Вс→АБ→Кр.II in examples. Scheme ('типовая') values, not borehole picks."
STO-0235,EXTERNAL,,"Starobin potash deposit — four potash horizons (I–IV, numbered top-down)","I, II, III, IV горизонт",VKM-SRC-014,219,219,§8.3.1,EV-VN-S014-1147,,stratigraphic_unit,OTHER_POTASH_SITE,Starobin deposit (Belarus),deposit,EXTERNAL_SITE_UNIT,"interval between horizons 50–200 m [1,10]; total thickness of salt packs 182 m",,,,NONE,,,"sylvinite, rock salt, clay-carnallite, carbonate-clay interlayers",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_78,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | NW part of Pripyat trough; area ~350 km2; NE dip 6°
STO-0236,EXTERNAL,,"German Zechstein potash seams: Thüringen (Th, I), Hessen (He, II), Stassfurt (St, II/2nd Zechstein cycle), Ronnenberg (Ro, IV)","Th, He, St, Ro",VKM-SRC-014,229,229–231,"§8.4.3, p.229/231, рис. 8.21",EV-VN-S014-1174,,stratigraphic_unit,NON_VKM,"Werra, South Harz, Kalvörde",seam,EXTERNAL_SITE_UNIT,"Hessen 2–2,5; Thüringen avg 3–5 (domes up to 50 m); interseam rock salt ~60; Stassfurt 2–10; Ronnenberg 4–12",,,,NONE,,,Hessen kieseritic hard salt; Thüringen mainly carnallite; Stassfurt anhydritic hard salt + carnallite; Ronnenberg sylvinite underlain by carnallite,FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_60,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | Fig 8.21 columns depth ranges <450–500, 500–950, >950–1450 m"
STO-0237,EXTERNAL,,Werra-Fulda overburden: rock salt above upper potash seam (avg 110 m) + clay shales/loams 30–40 m = water-protective series ~140 m,ВЗТ (analogue),VKM-SRC-014,238,238,§8.4.5,EV-VN-S014-1191,,stratigraphic_unit,NON_VKM,Werra-Fulda,deposit,EXTERNAL_SITE_UNIT,rock salt 110 (avg); clays 30–40; ВЗТ ~140; Thüringen 4–7,,,,NONE,clay shales and loams,"Hessen seam (2–4 m), ~60 m above Thüringen seam (4–7 m)","rock salt, clay shale, loam; no brines at upper contact of salt series",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | Thüringen: carnallitic, kieserite only in thin floor rock-salt layer"
STO-0238,EXTERNAL,,"Boulby Potash seam (Yorkshire, Zechstein)",,VKM-SRC-014,240,240,§8.5.2,EV-VN-S014-1197,,stratigraphic_unit,NON_VKM,Boulby Potash,seam,EXTERNAL_SITE_UNIT,"avg 7, up to 20 and more",,,,NONE,carnallite marl (weak rock; wavy sharp upper contact),Boulby Halite (sharp basal contact),"sylvinite with minor clay, anhydrite; avg 34 % KCl (21 % K2O)",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | depth >1200 m in coastal zone; ~800 m under sea in north (5 km coastal zone), almost 1300 m in south; mining area ~13.5 km long, ~20 km2; geological reserves 300 Mt [19]"
STO-0239,EXTERNAL,,"Navarre-Catalonian potash basin seams: Pamplona sylvinite (avg 2 m) under carnallite (10–12 m); Catalonian sylvinite 3,0–3,5 m, avg 18 % K2O",sylvinite A / B (Fig 8.35),VKM-SRC-014,244,244–245,"§8.6.1, рис. 8.34–8.35",EV-VN-S014-1204,,stratigraphic_unit,NON_VKM,Catalonian deposit (Spain),seam,EXTERNAL_SITE_UNIT,"Catalonia 3,0–3,5 (text); Fig 8.35: sylvinite B 0,8–1,0 (34 % K2O), rock salt 2,0, sylvinite A 2,5–7,0 (21 % K2O)",,,,NONE,carnallite and halite layer (roof),thick rock salt,"sylvinite, carnallite, rock salt; top: interbedded clay shales, anhydrites, rock salt",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | depth 475–500 m, dip 5° NE; only Catalonian deposit mined"
STO-0240,EXTERNAL,,Cane Creek potash horizons (Paradox basin),,VKM-SRC-014,248,248,§8.7,EV-VN-S014-1210,,stratigraphic_unit,NON_VKM,Cane Creek,seam,EXTERNAL_SITE_UNIT,worked lower-horizon seam 5 m,,,,NONE,,,"sylvinite, K2O 20–30 % (avg 25 %)",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | three industrial horizons at 850–1170 m depth on gentle NE limb of Cane Creek anticline; evaporation ponds >1.5 km2; ~300 sunny days; product 60.5 % K2O
STO-0241,EXTERNAL,,"Alsace potash seams: upper seam 0,8–2,0 m (KCl 25–47 %, insoluble 12 %, area 90 km2); lower horizon 2,5–5,0 m on rock salt 30–40 m (dolomite, marl interbeds), split by bituminous dolomite-marl parting",,VKM-SRC-014,249,249–250,"§8.8, pp.249–250",EV-VN-S014-1212,,stratigraphic_unit,NON_VKM,Alsace,seam,AS_PRINTED_TEXT,"interseam 20–25; upper 0,8–2,0; lower 2,5–5,0",,,,NONE,,,sylvinite; roofs of both seams marl that swells with air moisture and spalls,FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_86,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"deposit ellipse 12×40 km, ~400 km2, depth 350–1500 m; gentle folds with limbs 3–6°, up to 40° at fold axes [23]"
STO-0242,EXTERNAL,,Gremyachinskoe sylvinite seam (single industrial seam),,VKM-SRC-014,254,254,§8.9.2,EV-VN-S014-1222,,stratigraphic_unit,OTHER_POTASH_SITE,Gremyachinskoe,seam,EXTERNAL_SITE_UNIT,"2,3–21,6 (avg 12)",,,,NONE,"water-protective series: halite deposits, anhydrite and dolomite rocks",,"upper part (≥ half thickness) sylvinite KCl >40 %; lower part KCl 19–32 % with rock salt, sylvine-halite, sylvine-anhydrite-halite interlayers",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,MEDIUM,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | depth up to ~1300 m, roof dips NE; defined by seismic survey + exploration boreholes; reserves B+C1+C2 1613,8 Mt (mine stage II); 9 aquifers/weak aquifers identified"
STO-0243,SEQUENCE,,калийная залежь (productive seams),"КрII, АБ (sylvinite, productive); В (carnallite, productive); КрIII, ПдКС (capital workings)",VKM-SRC-015,3,7-8,§Объект,EV-VN-S015-0015,EV-GEO-0233,stratigraphic_unit,VKM_REGIONAL,ВКМС калийная залежь,deposit,SEQUENCE_ORDERING,not given,,,,NONE,,,carnallite and sylvinite productive seams,FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_79,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Workings are driven in КрII, АБ, В; capital workings in КрIII and ПдКС (подстилающая каменная соль)."
STO-0244,S_V,Пласт В (слои 1–6; составные варианты Вк/Вс),пласт В; коржи,В (6 layers); корж,VKM-SRC-015,4,8,§Объект,EV-VN-S015-0016,EV-GEO-0233,stratigraphic_unit,VKM_REGIONAL,пласт В; сильвинитовые пласты,seam,DEFINITION,not given,,,,NONE,,,"В: even layers rich carnallite/sylvinite, odd layers mainly halite; sylvinite seams separated by rock salt and clay-anhydrite interlayer ('korzh')",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_88,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),ref [20] (Кудряшов 2013)
STO-0245,SEQUENCE,,GPR-resolvable marker horizons,"под. пл. Д, под. пл. Г-Д, под. пл. Г, под. сл. 6/5/2 пл. В, под. пл. В, 'корж' пл. Б, под. пл. Б, под. пл. А, 'корж' пл.",VKM-SRC-015,7,11,Рис. 2-4 легенды,EV-VN-S015-0047,,stratigraphic_unit,VKM_REGIONAL,,seam,SEQUENCE_ORDERING,not stated; figure spacing only,,,,NONE,,,korzh = clay-anhydrite interlayers; подошвы = lithological base contacts; within В: rock salt–carnallite boundaries,FACT,FIELD_OBSERVATION,VISUAL_READ,NOT_FOUND,MEDIUM,REGIONAL_PRIOR (не значение СКРУ-1),"Запись документирует порядок/набор единиц (см. abbrev_as_printed) | КрIII has at least three korzh sub-layers labelled А, Б, В (superscripts). Useful as list of GPR-observable interfaces (observation-operator targets)."
STO-0246,MG,Маркирующая глина (пласт МГ),Маркирующая глина,МГ,VKM-SRC-019,4,46-48,формула (4); §1 item 3,EV-VN-S019-0049,,stratigraphic_unit,VKM_REGIONAL,,geological_element,DEFINITION,not given (m_МГ symbol only),,,,NONE,lowest mined potash seam (нижний отрабатываемый пласт) — implied by formulas (3)-(4),"underlying rock salt hosting КБС (≥8,0 m of salt between МГ base and КБС roof)",clay bed (marker),DERIVATION,DESCRIPTIVE,TEXT_LAYER,NOT_FOUND,MEDIUM,REGIONAL_PRIOR (не значение СКРУ-1),Ordering inferred from the geometry of formulas (3)-(4): H_пл.^поч. < H_МГ + m_МГ < H_КБС; not stated explicitly as stratigraphy.
STO-0247,PDKS,Подстилающая каменная соль,Подстилающая каменная соль,ПдКС (abbrev. used in existing digest; article writes in full),VKM-SRC-019,1,45,Введение; §1,EV-VN-S019-0050,,stratigraphic_unit,VKM_REGIONAL,,geological_element,DEFINITION,not given,,,,NONE,below the potash productive stratum / lowest mined seam and marker clay,not stated,rock salt,FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Host of КБС; stable span a_om = 8,0 m (normative)."
STO-0248,CX_SALT,Соляная толща,соляная толща ВКМКС (верхнеиренские/лунёжские отложения кунгурского яруса),P1ir2 (на рис.1.3),VKM-SRC-020,5,5,"§1.1, рис.1.2",EV-VN-S020-0011,,stratigraphic_unit,VKM_REGIONAL,Верхнекамское месторождение,deposit,DEFINITION,,,,,NONE,,,"5 зон снизу вверх: подстилающая каменная соль (ПдКС), сильвинитовая, сильвинито-карналлитовая, покровная каменная соль (ПКС), переходная",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Ссылка [1] = Технологические схемы очистной выемки калийных пластов ВКМ, Пермь, ВНИИГ, 1979."
STO-0249,PDKS,Подстилающая каменная соль,подстилающая каменная соль,ПдКС,VKM-SRC-020,5,5,§1.1,EV-VN-S020-0012,,stratigraphic_unit,VKM_REGIONAL,Верхнекамское месторождение,deposit,RANGE_MEAN,151.5-398.2 (средн. 310),151.5,398.2,310.0,REGEX,сильвинитовая зона,"(нижнеиренские отложения, на рис.1.3 P1ir1)",каменная соль с[фрагмент совпадает с цитатой источника — см. quote],FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
