issue_id,issue_type,borehole_ids,ids_as_printed,sources,locators,vn_ids,description,evidence_for_identity,evidence_against_identity,decision,identity_confidence,what_would_resolve,status
ISS-AUTO-896,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-896;BH-UM11-896,896,VKM-SRC-011;VKM-SRC-014,"BH-DUR-S011-896: 011 p61 | BH-UM11-896: 014 p20, 014 p9",EV-VN-S011-1201;EV-VN-S014-0052;EV-VN-S014-0263,"Номер «896» встречается в 2 несвязанных контекстах: BH-DUR-S011-896 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UM11-896 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-9,SAME_ID_DIFFERENT_CONTEXT,BH-GREM-S024-9;BH-VOLGA-S029-9,9,VKM-SRC-024;VKM-SRC-029,"BH-GREM-S024-9: 024 p120, 024 p94 | BH-VOLGA-S029-9: 029 p140",EV-VN-S024-0259;EV-VN-S024-0410;EV-VN-S029-0266,"Номер «9» встречается в 2 несвязанных контекстах: BH-GREM-S024-9 [Гремячинское месторождение (Волгоградская обл.)]; BH-VOLGA-S029-9 [ЕвроХим-ВолгаКалий, ПТШ №1 (Гремячинское)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-90,SAME_ID_DIFFERENT_CONTEXT,BH-M135-90;BH-UM11-90,90,VKM-SRC-011;VKM-SRC-014,"BH-M135-90: 011 p24, 014 p19 | BH-UM11-90: 014 p9",EV-VN-S011-0413;EV-VN-S014-0250;EV-VN-S014-0087,Номер «90» встречается в 2 несвязанных контекстах: BH-M135-90 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-UM11-90 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-909,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-909;BH-M39-S011-909,909,VKM-SRC-011,BH-DUR-S011-909: 011 p61 | BH-M39-S011-909: 011 p112,EV-VN-S011-1204;EV-VN-S011-1880,"Номер «909» встречается в 2 несвязанных контекстах: BH-DUR-S011-909 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-909 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-910,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-910;BH-UM11-910,910,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-910: 011 p7, 014 p17, 023 p28, 025 p8 | BH-UM11-910: 014 p20, 014 p9",EV-VN-S011-0094;EV-VN-S014-0185;EV-VN-S023-0098;EV-VN-S025-0036;EV-VN-S014-0058;EV-VN-S014-0268,Номер «910» встречается в 2 несвязанных контекстах: BH-SECI-910 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-UM11-910 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-931,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-931;BH-UM11-931,931,VKM-SRC-011;VKM-SRC-014,BH-M39-S011-931: 011 p112 | BH-UM11-931: 014 p9,EV-VN-S011-1864;EV-VN-S014-0037,Номер «931» встречается в 2 несвязанных контекстах: BH-M39-S011-931 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-931 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-95,SAME_ID_DIFFERENT_CONTEXT,BH-M135-95;BH-M211-S011-95;BH-UM11-95;BH-B4-95,95,VKM-SRC-011;VKM-SRC-014,"BH-M135-95: 011 p24, 014 p19 | BH-M211-S011-95: 011 p47 | BH-UM11-95: 014 p9 | BH-B4-95: 014 p103",EV-VN-S011-0411;EV-VN-S014-0242;EV-VN-S011-0932;EV-VN-S014-0079;EV-VN-S014-0742,"Номер «95» встречается в 4 несвязанных контекстах: BH-M135-95 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-M211-S011-95 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-UM11-95 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-B4-95 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-96,SAME_ID_DIFFERENT_CONTEXT,BH-B1-96;BH-M211-S011-96,96,VKM-SRC-011,BH-B1-96: 011 p27 | BH-M211-S011-96: 011 p47,EV-VN-S011-0475;EV-VN-S011-0934,"Номер «96» встречается в 2 несвязанных контекстах: BH-B1-96 [БКПРУ-1 (Березники), поверхностные скважины]; BH-M211-S011-96 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-973,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-973;BH-UM11-973,973,VKM-SRC-011;VKM-SRC-014,BH-M39-S011-973: 011 p112 | BH-UM11-973: 014 p9,EV-VN-S011-1853;EV-VN-S014-0035,Номер «973» встречается в 2 несвязанных контекстах: BH-M39-S011-973 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-973 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-977,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-977;BH-UM11-977,977,VKM-SRC-011;VKM-SRC-014,BH-M39-S011-977: 011 p112 | BH-UM11-977: 014 p9,EV-VN-S011-1843;EV-VN-S014-0033,Номер «977» встречается в 2 несвязанных контекстах: BH-M39-S011-977 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-977 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-982,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-982;BH-UM11-982,982,VKM-SRC-011;VKM-SRC-014,BH-SWK-S011-982: 011 p11 | BH-UM11-982: 014 p9,EV-VN-S011-0179;EV-VN-S014-0090,"Номер «982» встречается в 2 несвязанных контекстах: BH-SWK-S011-982 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-UM11-982 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-99,SAME_ID_DIFFERENT_CONTEXT,BH-SECBL-99;BH-B1-99;BH-B4-99;BH-UNLOC-S011-99;BH-UM11-99;BH-M135-99,99,VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,"BH-SECBL-99: 011 p24, 037 p6 | BH-B1-99: 011 p27, 011 p40 | BH-B4-99: 011 p47 | BH-UNLOC-S011-99: 011 p57 | BH-UM11-99: 014 p9 | BH-M135-99: 014 p19",EV-VN-S011-0433;EV-VN-S037-0076;EV-VN-S011-0494;EV-VN-S011-0762;EV-VN-S011-0902;EV-VN-S011-1090;EV-VN-S014-0082;EV-VN-S014-0246,"Номер «99» встречается в 6 несвязанных контекстах: BH-SECBL-99 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-B1-99 [БКПРУ-1 (Березники), поверхностные скважины]; BH-B4-99 [БКПРУ-4, поверхностные скважины]; BH-UNLOC-S011-99 [ВКМС, место скважины в источнике не указано (SRC-011 текст)]; BH-UM11-99 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-M135-99 [Карта участков детальной разведки / шахтных полей центральной части ВК]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-MENTION-EV-VN-S011-0301-179,OTHER_KIND_MENTION_NOT_ATTACHED,BH-BIB-S011-179;BH-KAMA-S011-179;BH-SECBL-179,179,VKM-SRC-011,,EV-VN-S011-0301,Упоминание «скв. 179» в записи stratigraphic_unit EV-VN-S011-0301: AMBIGUOUS: BH-BIB-S011-179;BH-KAMA-S011-179;BH-SECBL-179,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-0469-17,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-17;BH-SECBL-17;BH-SECI-17,17,VKM-SRC-011,,EV-VN-S011-0469,Упоминание «скв. 17» в записи claim EV-VN-S011-0469: AMBIGUOUS: BH-B1-17;BH-SECBL-17;BH-SECI-17,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-0469-96,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-96;BH-M211-S011-96,96,VKM-SRC-011,,EV-VN-S011-0469,Упоминание «скв. 96» в записи claim EV-VN-S011-0469: AMBIGUOUS: BH-B1-96;BH-M211-S011-96,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-0474-96,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-96;BH-M211-S011-96,96,VKM-SRC-011,,EV-VN-S011-0474,Упоминание «скв. 96» в записи claim EV-VN-S011-0474: AMBIGUOUS: BH-B1-96;BH-M211-S011-96,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-0480-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-0480,Упоминание «скв. 484» в записи claim EV-VN-S011-0480: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-0615-175,OTHER_KIND_MENTION_NOT_ATTACHED,BH-CHASH-S011-175;BH-DUR-S011-175;BH-M39-S011-175,175,VKM-SRC-011,,EV-VN-S011-0615,Упоминание «скв. 175» в записи claim EV-VN-S011-0615: AMBIGUOUS: BH-CHASH-S011-175;BH-DUR-S011-175;BH-M39-S011-175,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-0763-99,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-99;BH-B4-99;BH-SECBL-99;BH-UNLOC-S011-99,99,VKM-SRC-011,,EV-VN-S011-0763,Упоминание «скв. 99» в записи parameter EV-VN-S011-0763: AMBIGUOUS: BH-B1-99;BH-B4-99;BH-SECBL-99;BH-UNLOC-S011-99,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1148-649,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-649;BH-M39-S011-649,649,VKM-SRC-011,,EV-VN-S011-1148,Упоминание «скв. 649» в записи spatial_entity EV-VN-S011-1148: AMBIGUOUS: BH-DUR-S011-649;BH-M39-S011-649,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1148-534,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-534;BH-UNLOC-S011-534,534,VKM-SRC-011,,EV-VN-S011-1148,Упоминание «скв. 534» в записи spatial_entity EV-VN-S011-1148: AMBIGUOUS: BH-DUR-S011-534;BH-UNLOC-S011-534,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1181-266,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-266;BH-M39-S011-266,266,VKM-SRC-011,,EV-VN-S011-1181,Упоминание «скв. 266» в записи claim EV-VN-S011-1181: AMBIGUOUS: BH-DUR-S011-266;BH-M39-S011-266,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1183-650,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-650;BH-M211-S011-650,650,VKM-SRC-011,,EV-VN-S011-1183,Упоминание «скв. 650» в записи parameter EV-VN-S011-1183: AMBIGUOUS: BH-DUR-S011-650;BH-M211-S011-650,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1246-303,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-303;BH-M39-S011-303,303,VKM-SRC-011,,EV-VN-S011-1246,Упоминание «скв. 303» в записи parameter EV-VN-S011-1246: AMBIGUOUS: BH-DUR-S011-303;BH-M39-S011-303,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1246-81,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-81;BH-DUR-S011-81,81,VKM-SRC-011,,EV-VN-S011-1246,Упоминание «скв. 81» в записи parameter EV-VN-S011-1246: AMBIGUOUS: BH-B1-81;BH-DUR-S011-81,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1246-71,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-71;BH-M39-S011-71;BH-SWK-S011-71,71,VKM-SRC-011,,EV-VN-S011-1246,Упоминание «скв. 71» в записи parameter EV-VN-S011-1246: AMBIGUOUS: BH-DUR-S011-71;BH-M39-S011-71;BH-SWK-S011-71,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1246-522,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-522;BH-M211-S011-522,522,VKM-SRC-011,,EV-VN-S011-1246,Упоминание «скв. 522» в записи parameter EV-VN-S011-1246: AMBIGUOUS: BH-DUR-S011-522;BH-M211-S011-522,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1272-175,OTHER_KIND_MENTION_NOT_ATTACHED,BH-CHASH-S011-175;BH-DUR-S011-175;BH-M39-S011-175,175,VKM-SRC-011,,EV-VN-S011-1272,Упоминание «скв. 175» в записи parameter EV-VN-S011-1272: AMBIGUOUS: BH-CHASH-S011-175;BH-DUR-S011-175;BH-M39-S011-175,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1349-284,OTHER_KIND_MENTION_NOT_ATTACHED,BH-BOR-S011-284;BH-M39-S011-284,284,VKM-SRC-011,,EV-VN-S011-1349,Упоминание «скв. 284» в записи claim EV-VN-S011-1349: AMBIGUOUS: BH-BOR-S011-284;BH-M39-S011-284,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1386-854,OTHER_KIND_MENTION_NOT_ATTACHED,BH-BOR-S011-854;BH-M39-S011-854,854,VKM-SRC-011,,EV-VN-S011-1386,Упоминание «скв. 854» в записи parameter EV-VN-S011-1386: AMBIGUOUS: BH-BOR-S011-854;BH-M39-S011-854,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1540-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-1540,Упоминание «скв. 484» в записи claim EV-VN-S011-1540: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1595-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-1595,Упоминание «скв. 484» в записи visual_check EV-VN-S011-1595: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1601-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-1601,Упоминание «скв. 484» в записи spatial_entity EV-VN-S011-1601: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1637-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-1637,Упоминание «скв. 484» в записи chronology_event EV-VN-S011-1637: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1642-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-1642,Упоминание «скв. 484» в записи mining_geometry EV-VN-S011-1642: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1643-484,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011,,EV-VN-S011-1643,Упоминание «скв. 484» в записи visual_check EV-VN-S011-1643: AMBIGUOUS: BH-B4-484;BH-M211-S011-484,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-1964-26,OTHER_KIND_MENTION_NOT_ATTACHED,BH-DUR-S011-26;BH-M39-S011-26,26,VKM-SRC-011,,EV-VN-S011-1964,Упоминание «скв. 26» в записи hydro EV-VN-S011-1964: AMBIGUOUS: BH-DUR-S011-26;BH-M39-S011-26,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-2670-1,OTHER_KIND_MENTION_NOT_ATTACHED,BH-HIST-S011-1;BH-SECI-1,1,VKM-SRC-011,,EV-VN-S011-2670,Упоминание «скв. 1» в записи visual_check EV-VN-S011-2670: AMBIGUOUS: BH-HIST-S011-1;BH-SECI-1,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-2672-1,OTHER_KIND_MENTION_NOT_ATTACHED,BH-HIST-S011-1;BH-SECI-1,1,VKM-SRC-011,,EV-VN-S011-2672,Упоминание «скв. 1» в записи parameter EV-VN-S011-2672: AMBIGUOUS: BH-HIST-S011-1;BH-SECI-1,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-2683-1,OTHER_KIND_MENTION_NOT_ATTACHED,BH-HIST-S011-1;BH-SECI-1,1,VKM-SRC-011,,EV-VN-S011-2683,Упоминание «скв. 1» в записи chronology_event EV-VN-S011-2683: AMBIGUOUS: BH-HIST-S011-1;BH-SECI-1,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-2687-4,OTHER_KIND_MENTION_NOT_ATTACHED,BH-HIST-S011-4;BH-SECI-4;BH-UNLOC-S011-4,4,VKM-SRC-011,,EV-VN-S011-2687,Упоминание «скв. 4» в записи parameter EV-VN-S011-2687: AMBIGUOUS: BH-HIST-S011-4;BH-SECI-4;BH-UNLOC-S011-4,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-2755-1,OTHER_KIND_MENTION_NOT_ATTACHED,BH-HIST-S011-1;BH-SECI-1,1,VKM-SRC-011,,EV-VN-S011-2755,Упоминание «скв. 1» в записи citation EV-VN-S011-2755: AMBIGUOUS: BH-HIST-S011-1;BH-SECI-1,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-2840-179,OTHER_KIND_MENTION_NOT_ATTACHED,BH-BIB-S011-179;BH-KAMA-S011-179;BH-SECBL-179,179,VKM-SRC-011,,EV-VN-S011-2840,Упоминание «скв. 179» в записи citation EV-VN-S011-2840: AMBIGUOUS: BH-BIB-S011-179;BH-KAMA-S011-179;BH-SECBL-179,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S011-3921-179,OTHER_KIND_MENTION_NOT_ATTACHED,BH-BIB-S011-179;BH-KAMA-S011-179;BH-SECBL-179,179,VKM-SRC-011,,EV-VN-S011-3921,Упоминание «скв. 179» в записи conflict_note EV-VN-S011-3921: AMBIGUOUS: BH-BIB-S011-179;BH-KAMA-S011-179;BH-SECBL-179,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S012-0435-446,OTHER_KIND_MENTION_NOT_ATTACHED,,446,VKM-SRC-012,,EV-VN-S012-0435,Упоминание «скв. 446» в записи conflict_note EV-VN-S012-0435: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S012-0443-604,OTHER_KIND_MENTION_NOT_ATTACHED,,604,VKM-SRC-012,,EV-VN-S012-0443,Упоминание «скв. 604» в записи visual_check EV-VN-S012-0443: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S012-0443-446,OTHER_KIND_MENTION_NOT_ATTACHED,,446,VKM-SRC-012,,EV-VN-S012-0443,Упоминание «скв. 446» в записи visual_check EV-VN-S012-0443: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S014-0031-17,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-17;BH-SECI-17,17,VKM-SRC-014,,EV-VN-S014-0031,Упоминание «скв. 17» в записи chronology_event EV-VN-S014-0031: AMBIGUOUS: BH-B1-17;BH-SECI-17,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S014-0992-2,OTHER_KIND_MENTION_NOT_ATTACHED,BH-SECI-2;BH-SOL-2,2,VKM-SRC-014,,EV-VN-S014-0992,Упоминание «скв. 2» в записи parameter EV-VN-S014-0992: AMBIGUOUS: BH-SECI-2;BH-SOL-2,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S025-0142-17,OTHER_KIND_MENTION_NOT_ATTACHED,BH-B1-17;BH-SECI-17,17,VKM-SRC-025,,EV-VN-S025-0142,Упоминание «скв. 17» в записи chronology_event EV-VN-S025-0142: AMBIGUOUS: BH-B1-17;BH-SECI-17,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S026-0069-8,OTHER_KIND_MENTION_NOT_ATTACHED,,8,VKM-SRC-026,,EV-VN-S026-0069,Упоминание «скв. 8» в записи mining_geometry EV-VN-S026-0069: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S026-0093-7,OTHER_KIND_MENTION_NOT_ATTACHED,,7,VKM-SRC-026,,EV-VN-S026-0093,Упоминание «скв. 7» в записи mining_geometry EV-VN-S026-0093: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S029-0020-0,OTHER_KIND_MENTION_NOT_ATTACHED,,0,VKM-SRC-029,,EV-VN-S029-0020,Упоминание «скв. 0» в записи parameter EV-VN-S029-0020: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S029-0232-1,OTHER_KIND_MENTION_NOT_ATTACHED,,1,VKM-SRC-029,,EV-VN-S029-0232,Упоминание «скв. 1» в записи visual_check EV-VN-S029-0232: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S029-0232-2,OTHER_KIND_MENTION_NOT_ATTACHED,,2,VKM-SRC-029,,EV-VN-S029-0232,Упоминание «скв. 2» в записи visual_check EV-VN-S029-0232: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S037-0228-9,OTHER_KIND_MENTION_NOT_ATTACHED,,9,VKM-SRC-037,,EV-VN-S037-0228,Упоминание «скв. 9» в записи visual_check EV-VN-S037-0228: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S037-0330-30,OTHER_KIND_MENTION_NOT_ATTACHED,,30,VKM-SRC-037,,EV-VN-S037-0330,Упоминание «скв. 30» в записи parameter EV-VN-S037-0330: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
ISS-MENTION-EV-VN-S037-0822-0,OTHER_KIND_MENTION_NOT_ATTACHED,,0,VKM-SRC-037,,EV-VN-S037-0822,Упоминание «скв. 0» в записи mining_geometry EV-VN-S037-0822: NO_BOREHOLE_RECORD_IN_SAME_SOURCE,,,NOT_ATTACHED,n/a,ручная проверка контекста,OPEN
