pick_id,borehole_id,borehole_id_as_printed,unit_as_printed,unit_canonical_guess,pick_kind,reference,reference_detail,top_depth_m,bottom_depth_m,top_abs_m,bottom_abs_m,thickness_m,value_as_printed,tvd_as_printed,units,source_id,locator,vn_id,extraction_method,quote_check,visual_check,pick_quality,order_check,status,scope,scale,confidence,notes
PK-00194,BH-DUR-S011-666,666,красный сильвинит,UNRESOLVED:красный сильвинит,STRAT_BOUNDARY,depth_below_collar,,544,547.3,,,,top_depth_m=544.0; bottom_depth_m=547.3,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00195,BH-DUR-S011-666,666,пестрый сильвинит,UNRESOLVED:пестрый сильвинит,STRAT_BOUNDARY,depth_below_collar,,548.75,550.1,,,,top_depth_m=548.75; bottom_depth_m=550.1,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00196,BH-DUR-S011-666,666,пестрый сильвинит,UNRESOLVED:пестрый сильвинит,STRAT_BOUNDARY,depth_below_collar,,552.2,554.3,,,,top_depth_m=552.2; bottom_depth_m=554.3,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00197,BH-DUR-S011-666,666,красный сильвинит,UNRESOLVED:красный сильвинит,STRAT_BOUNDARY,depth_below_collar,,563.7,564.25,,,,top_depth_m=563.7; bottom_depth_m=564.25,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1313,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00198,BH-DUR-S011-25d,25д,ПП (переходная пачка),ПП,STRAT_BOUNDARY,absolute_elevation,,,,-210,,150,top_abs_m=-210.0; thickness_m=~ 150,,m,VKM-SRC-011,p.60 Табл. 2.14,EV-VN-S011-1153,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC_APPROX(~),ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00199,BH-DUR-S011-38,38,ПП (переходная пачка),ПП,STRAT_BOUNDARY,absolute_elevation,,,,-195.3,,54,top_abs_m=-195.3; thickness_m=54,,m,VKM-SRC-011,p.60 Табл. 2.14,EV-VN-S011-1154,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00200,BH-DUR-S011-206,206,ПП (переходная пачка),ПП,STRAT_BOUNDARY,absolute_elevation,,,,-294.7,,33,top_abs_m=-294.7; thickness_m=33,,m,VKM-SRC-011,p.60 Табл. 2.14,EV-VN-S011-1155,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00201,BH-DUR-S011-206,206,карналлитовая порода (неидент. пласт),UNRESOLVED:карналлитовая порода (неидент. пласт),STRAT_BOUNDARY,thickness_only,,,,,,2,thickness_m=2,,m,VKM-SRC-011,p.61 стр. 121,EV-VN-S011-1214,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00202,BH-DUR-S011-206,206,ПдКС (нижний калийный пласт - кровля ГАТ),ПдКС,STRAT_BOUNDARY,thickness_only,,,,,,46,thickness_m=46,,m,VKM-SRC-011,p.62 стр. 122,EV-VN-S011-1256,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00203,BH-DUR-S011-208,208,ПП (переходная пачка),ПП,STRAT_BOUNDARY,absolute_elevation,,,,-303,,116,top_abs_m=-303.0; thickness_m=116,,m,VKM-SRC-011,p.60 Табл. 2.14,EV-VN-S011-1156,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00204,BH-DUR-S011-515,515,ПП (переходная пачка),ПП,STRAT_BOUNDARY,absolute_elevation,,,,-228.2,,94,top_abs_m=-228.2; thickness_m=94,,m,VKM-SRC-011,p.60 Табл. 2.14,EV-VN-S011-1157,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00205,BH-DUR-S011-515,515,ТКТ,ТКТ,STRAT_BOUNDARY,thickness_only,,,,,,169,thickness_m=169,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1275,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00206,BH-DUR-S011-281,281,ПП,ПП,STRAT_BOUNDARY,depth_below_collar,,385,,-229,,211.8,top_depth_m=385.0; top_abs_m=-229.0; thickness_m=211.8,,m,VKM-SRC-011,p.60 Табл. 2.16,EV-VN-S011-1160,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00207,BH-DUR-S011-281,281,ПП,ПП,STRAT_BOUNDARY,depth_below_collar,,385,624,-229,,211.8,top_depth_m=385.0; bottom_depth_m=624.0; top_abs_m=-229.0; thickness_m=211.8,,m,VKM-SRC-011,"p.61 Табл. 2.17, стр. 120-122",EV-VN-S011-1179,TEXT_LAYER,EXACT,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00208,BH-DUR-S011-281,281,кровля ГАТ,ГАТ,STRAT_BOUNDARY,depth_below_collar,,624,,,,,top_depth_m=624.0,,m,VKM-SRC-011,"p.61 Табл. 2.17, стр. 120-122",EV-VN-S011-1179,TEXT_LAYER,EXACT,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00209,BH-DUR-S011-281,281,брекчия с карналлитом (пласт 32),UNRESOLVED:брекчия с карналлитом (пласт 32),STRAT_BOUNDARY,depth_below_collar,,531,560,,,,top_depth_m=531.0; bottom_depth_m=560.0,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1335,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00210,BH-DUR-S011-281,281,битуминозный арагонит,UNRESOLVED:битуминозный арагонит,STRAT_BOUNDARY,depth_below_collar,,594.7,594.9,,,,top_depth_m=594.7; bottom_depth_m=594.9,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1335,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00211,BH-DUR-S011-281,281,битуминозный арагонит,UNRESOLVED:битуминозный арагонит,STRAT_BOUNDARY,depth_below_collar,,595.4,595.7,,,,top_depth_m=595.4; bottom_depth_m=595.7,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1335,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00212,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,385,,,,0.7,"385,00 / 0,70",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 1: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00213,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,385.7,,,,0.6,"385,70 / 0,60",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 2: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00214,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,386.3,,,,1.4,"386,30 / 1,40",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 3: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00215,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,387.7,,,,1,"387,70 / 1,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 4: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00216,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,388.7,,,,0.7,"388,70 / 0,70",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 5: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00217,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,389.4,,,,2.1,"389,40 / 2,10",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 6: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00218,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,391.5,,,,1.9,"391,50 / 1,90",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 7: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00219,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,393.4,,,,1.3,"393,40 / 1,30",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 8: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00220,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,394.7,,,,1.2,"394,70 / 1,20",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 9: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00221,BH-DUR-S011-281,281,Гипс,lithology:Гипс,LITHO_INTERVAL,depth_below_collar,,395.9,,,,0.8,"395,90 / 0,80",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 10: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00222,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,396.7,,,,1.1,"396,70 / 1,10",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 11: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00223,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,397.8,,,,10.7,"397,80 / 10,70",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 12: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00224,BH-DUR-S011-281,281,Ангидрит,lithology:Ангидрит,LITHO_INTERVAL,depth_below_collar,,408.5,,,,2.5,"408,50 / 2,50",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 13: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00225,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,411,,,,11,"411,00 / 11,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 14: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00226,BH-DUR-S011-281,281,Известняк,lithology:Известняк,LITHO_INTERVAL,depth_below_collar,,422,,,,17.6,"422,00 / 17,60",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 15: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00227,BH-DUR-S011-281,281,Ангидрит,lithology:Ангидрит,LITHO_INTERVAL,depth_below_collar,,439.6,,,,2.8,"439,60 / 2,80",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 16: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00228,BH-DUR-S011-281,281,Известняк,lithology:Известняк,LITHO_INTERVAL,depth_below_collar,,442.4,,,,8,"442,40 / 8,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 17: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00229,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,450.4,,,,6.2,"450,40 / 6,20",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 18: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00230,BH-DUR-S011-281,281,Известняк,lithology:Известняк,LITHO_INTERVAL,depth_below_collar,,456.6,,,,3.4,"456,60 / 3,40",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 19: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00231,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,460,,,,7,"460,00 / 7,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 20: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00232,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,467,,,,1.4,"467,00 / 1,40",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 21: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00233,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,468.4,,,,1.2,"468,40 / 1,20",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 22: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00234,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,469.6,,,,1,"469,60 / 1,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 23: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00235,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,470.6,,,,1,"470,60 / 1,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 24: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00236,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,471.6,,,,16.9,"471,60 / 16,90",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 25: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00237,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,488.5,,,,14.7,"488,50 / 14,70",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 26: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00238,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,503.2,,,,3.8,"503,20 / 3,80",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 27: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00239,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,507,,,,13,"507,00 / 13,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 28: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00240,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,520,,,,1.6,"520,00 / 1,60",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 29: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00241,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,521.6,,,,8,"521,60 / 8,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 30: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00242,BH-DUR-S011-281,281,Ангидрит,lithology:Ангидрит,LITHO_INTERVAL,depth_below_collar,,529.6,,,,1.4,"529,60 / 1,40",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 31: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00243,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,531,,,,29,"531,00 / 29,00",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 32: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00244,BH-DUR-S011-281,281,Ангидрит глин.,lithology:Ангидрит глин.,LITHO_INTERVAL,depth_below_collar,,560,,,,5.7,"560,00 / 5,70",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 33: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00245,BH-DUR-S011-281,281,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,565.7,,,,2.7,"565,70 / 2,70",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 34: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
PK-00246,BH-DUR-S011-281,281,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,568.4,,,,21.6,"568,40 / 21,60",,m,VKM-SRC-011,p.61 Табл. 2.17,EV-VN-S011-1178,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,"Табл. 2.17 слой 35: глубина кровли и мощность; разрез ПП + кровля ГАТ, скв. 281"
